rds_index,hourbin,ewt,count,daybin,date,rbt,speed
M4_2_0,1,0.42,2,1,02-22-2016,null,null
M4_1_0,0,6.3,2,1,02-23-2016,0.0,7.25
M4_2_0,0,6.3,2,1,02-23-2016,0.0,7.25
M4_1_0,1,6.3,2,1,02-23-2016,null,null
M4_2_0,1,6.3,2,1,02-23-2016,null,null
M4_1_0,0,-0.18,2,1,02-24-2016,0.0,null
M4_2_0,0,-0.18,2,1,02-24-2016,0.0,1.55
M4_1_0,1,-0.18,2,1,02-24-2016,null,null
M4_2_0,1,-0.18,2,1,02-24-2016,null,null
M4_1_0,0,-3.56,1,1,02-25-2016,0.0,null
M4_2_0,0,-3.56,1,1,02-25-2016,0.0,4.77
M4_1_0,1,-3.56,1,1,02-25-2016,null,null
M4_2_0,1,-3.56,1,1,02-25-2016,null,null
M4_0_0,0,-0.93,1,1,02-26-2016,0.0,null
M4_1_0,0,1.09,1,1,02-26-2016,0.0,null
M4_2_0,0,0.63,2,1,02-26-2016,0.0,null
M4_0_0,3,-0.93,1,1,02-26-2016,null,null
M4_1_0,1,1.09,1,1,02-26-2016,null,null
M4_2_0,1,1.09,1,1,02-26-2016,null,null
M4_2_0,3,-0.93,1,1,02-26-2016,null,null
M4_1_0,0,-3.91,1,1,02-29-2016,0.0,null
M4_2_0,0,-3.91,1,1,02-29-2016,0.0,null
M4_1_0,1,-3.91,1,1,02-29-2016,null,null
M4_2_0,1,-3.91,1,1,02-29-2016,null,null
M4_1_0,0,-0.64,2,1,03-02-2016,0.0,null
M4_2_0,0,-0.64,2,1,03-02-2016,0.0,null
M4_1_0,1,-0.64,2,1,03-02-2016,null,null
M4_2_0,1,-0.64,2,1,03-02-2016,null,null
M4_1_0,0,0.92,2,1,03-03-2016,0.0,null
M4_2_0,0,0.92,2,1,03-03-2016,0.0,null
M4_1_0,1,0.92,2,1,03-03-2016,null,null
M4_2_0,1,0.92,2,1,03-03-2016,null,null
M4_1_0,0,1.13,3,1,03-04-2016,0.0,null
M4_2_0,0,1.13,3,1,03-04-2016,0.0,null
M4_1_0,1,1.13,3,1,03-04-2016,null,null
M4_2_0,1,1.13,3,1,03-04-2016,null,null
M4_1_0,0,0.89,4,1,03-07-2016,0.0,null
M4_2_0,0,0.89,4,1,03-07-2016,0.0,null
M4_1_0,1,0.89,4,1,03-07-2016,null,null
M4_2_0,1,0.89,4,1,03-07-2016,null,null
M4_0_0,0,-1.5,1,1,03-08-2016,0.32,10.21
M4_1_0,0,3.53,1,1,03-08-2016,0.0,null
M4_2_0,0,2.06,2,1,03-08-2016,0.16,10.21
M4_0_0,3,-1.5,1,1,03-08-2016,null,null
M4_1_0,1,3.53,1,1,03-08-2016,null,null
M4_2_0,1,3.53,1,1,03-08-2016,null,null
M4_2_0,3,-1.5,1,1,03-08-2016,null,null
M4_1_0,0,-4.07,1,1,03-09-2016,0.0,null
M4_2_0,0,-4.07,1,1,03-09-2016,0.0,null
M4_1_0,1,-4.07,1,1,03-09-2016,null,null
M4_2_0,1,-4.07,1,1,03-09-2016,null,null
M4_0_0,0,0.99,1,1,03-10-2016,0.76,2.75
M4_1_0,0,1.73,2,1,03-10-2016,0.0,null
M4_2_0,0,1.5,3,1,03-10-2016,0.38,2.75
M4_0_0,3,0.99,1,1,03-10-2016,null,null
M4_1_0,1,1.73,2,1,03-10-2016,null,null
M4_2_0,1,1.73,2,1,03-10-2016,null,null
M4_2_0,3,0.99,1,1,03-10-2016,null,null
M4_1_0,0,2.8,5,1,03-11-2016,0.0,null
M4_2_0,0,2.8,5,1,03-11-2016,0.0,null
M4_1_0,1,2.8,5,1,03-11-2016,null,null
M4_2_0,1,2.8,5,1,03-11-2016,null,null
M4_0_0,0,1.85,6242,1,03-14-2016,189.79,9.85
M4_1_0,0,1.7,5692,1,03-14-2016,213.77,5.9425
M4_2_0,0,1.78,11934,1,03-14-2016,201.78,7.545
M4_0_0,1,1.43,1670,1,03-14-2016,null,null
M4_0_0,2,1.73,2449,1,03-14-2016,null,null
M4_0_0,3,1.88,1541,1,03-14-2016,null,null
M4_0_0,4,2.9,582,1,03-14-2016,null,null
M4_1_0,1,1.07,1810,1,03-14-2016,null,null
M4_1_0,2,1.95,2864,1,03-14-2016,null,null
M4_1_0,3,2.28,820,1,03-14-2016,null,null
M4_1_0,4,1.32,198,1,03-14-2016,null,null
M4_2_0,1,1.24,3480,1,03-14-2016,null,null
M4_2_0,2,1.84,5313,1,03-14-2016,null,null
M4_2_0,3,2.03,2361,1,03-14-2016,null,null
M4_2_0,4,2.54,780,1,03-14-2016,null,null
M4_0_0,0,2.07,5746,1,03-15-2016,162.33,9.75
M4_1_0,0,1.57,5283,1,03-15-2016,239.59,5.625
M4_2_0,0,1.84,11029,1,03-15-2016,200.96,7.3275
M4_0_0,1,1.55,1728,1,03-15-2016,null,null
M4_0_0,2,2.48,2073,1,03-15-2016,null,null
M4_0_0,3,1.79,1423,1,03-15-2016,null,null
M4_0_0,4,2.59,522,1,03-15-2016,null,null
M4_1_0,1,0.77,1778,1,03-15-2016,null,null
M4_1_0,2,1.77,2588,1,03-15-2016,null,null
M4_1_0,3,2.4,750,1,03-15-2016,null,null
M4_1_0,4,2.44,167,1,03-15-2016,null,null
M4_2_0,1,1.17,3506,1,03-15-2016,null,null
M4_2_0,2,2.13,4661,1,03-15-2016,null,null
M4_2_0,3,2.05,2173,1,03-15-2016,null,null
M4_2_0,4,2.56,689,1,03-15-2016,null,null
M4_0_0,0,2.6,4577,1,03-16-2016,220.16,9.415
M4_1_0,0,1.86,4630,1,03-16-2016,244.81,5.3575
M4_2_0,0,2.23,9207,1,03-16-2016,232.49,7.19
M4_0_0,1,2.24,1369,1,03-16-2016,null,null
M4_0_0,2,2.42,2009,1,03-16-2016,null,null
M4_0_0,3,2.65,705,1,03-16-2016,null,null
M4_0_0,4,3.87,494,1,03-16-2016,null,null
M4_1_0,1,0.9,1730,1,03-16-2016,null,null
M4_1_0,2,2.25,2367,1,03-16-2016,null,null
M4_1_0,3,2.5,426,1,03-16-2016,null,null
M4_1_0,4,4.12,107,1,03-16-2016,null,null
M4_2_0,1,1.51,3099,1,03-16-2016,null,null
M4_2_0,2,2.32,4376,1,03-16-2016,null,null
M4_2_0,3,2.6,1131,1,03-16-2016,null,null
M4_2_0,4,3.83,601,1,03-16-2016,null,null
M4_0_0,0,2.72,3177,1,03-17-2016,244.24,9.48
M4_1_0,0,2.2,3173,1,03-17-2016,268.18,5.835
M4_2_0,0,2.47,6350,1,03-17-2016,256.21,7.3075
M4_0_0,1,3.11,1538,1,03-17-2016,null,null
M4_0_0,2,3.67,786,1,03-17-2016,null,null
M4_0_0,3,2.86,377,1,03-17-2016,null,null
M4_0_0,4,0.45,476,1,03-17-2016,null,null
M4_1_0,1,1.6,1632,1,03-17-2016,null,null
M4_1_0,2,3.01,1237,1,03-17-2016,null,null
M4_1_0,3,1.65,186,1,03-17-2016,null,null
M4_1_0,4,1.04,118,1,03-17-2016,null,null
M4_2_0,1,2.37,3170,1,03-17-2016,null,null
M4_2_0,2,3.27,2023,1,03-17-2016,null,null
M4_2_0,3,2.44,563,1,03-17-2016,null,null
M4_2_0,4,0.53,594,1,03-17-2016,null,null
M4_0_0,0,2.12,6157,1,03-18-2016,164.6,9.91
M4_1_0,0,1.79,5475,1,03-18-2016,239.4,5.72
M4_2_0,0,1.97,11632,1,03-18-2016,202.0,7.52
M4_0_0,1,2.08,1878,1,03-18-2016,null,null
M4_0_0,2,2.36,2283,1,03-18-2016,null,null
M4_0_0,3,1.51,1426,1,03-18-2016,null,null
M4_0_0,4,2.41,570,1,03-18-2016,null,null
M4_1_0,1,1.28,1785,1,03-18-2016,null,null
M4_1_0,2,2.29,2824,1,03-18-2016,null,null
M4_1_0,3,1.12,658,1,03-18-2016,null,null
M4_1_0,4,1.26,208,1,03-18-2016,null,null
M4_2_0,1,1.68,3663,1,03-18-2016,null,null
M4_2_0,2,2.32,5107,1,03-18-2016,null,null
M4_2_0,3,1.38,2084,1,03-18-2016,null,null
M4_2_0,4,2.19,778,1,03-18-2016,null,null
M4_0_0,0,2.27,3185,2,03-19-2016,135.0,10.4325
M4_1_0,0,1.8,3190,2,03-19-2016,160.29,6.325
M4_2_0,0,2.02,6375,2,03-19-2016,147.64,8.0075
M4_0_0,1,0.5,280,2,03-19-2016,null,null
M4_0_0,2,3.15,1359,2,03-19-2016,null,null
M4_0_0,3,1.9,1193,2,03-19-2016,null,null
M4_0_0,4,1.5,353,2,03-19-2016,null,null
M4_1_0,1,0.34,467,2,03-19-2016,null,null
M4_1_0,2,1.96,1801,2,03-19-2016,null,null
M4_1_0,3,2.87,717,2,03-19-2016,null,null
M4_1_0,4,0.67,205,2,03-19-2016,null,null
M4_2_0,1,0.41,747,2,03-19-2016,null,null
M4_2_0,2,2.45,3160,2,03-19-2016,null,null
M4_2_0,3,2.29,1910,2,03-19-2016,null,null
M4_2_0,4,1.2,558,2,03-19-2016,null,null
M4_0_0,0,2.23,2657,2,03-20-2016,110.06,12.785
M4_1_0,0,1.65,2259,2,03-20-2016,138.36,6.7275
M4_2_0,0,1.96,4916,2,03-20-2016,124.21,9.1675
M4_0_0,1,1.68,353,2,03-20-2016,null,null
M4_0_0,2,1.47,1334,2,03-20-2016,null,null
M4_0_0,3,3.37,883,2,03-20-2016,null,null
M4_0_0,4,3.95,87,2,03-20-2016,null,null
M4_1_0,1,1.45,176,2,03-20-2016,null,null
M4_1_0,2,1.53,1335,2,03-20-2016,null,null
M4_1_0,3,2.33,595,2,03-20-2016,null,null
M4_1_0,4,-0.08,153,2,03-20-2016,null,null
M4_2_0,1,1.55,529,2,03-20-2016,null,null
M4_2_0,2,1.5,2669,2,03-20-2016,null,null
M4_2_0,3,2.94,1478,2,03-20-2016,null,null
M4_2_0,4,2.01,240,2,03-20-2016,null,null
M4_0_0,0,1.24,7031,1,03-21-2016,155.01,10.4525
M4_1_0,0,1.36,5926,1,03-21-2016,186.32,6.1975
M4_2_0,0,1.3,12957,1,03-21-2016,170.66,7.995
M4_0_0,1,1.17,1981,1,03-21-2016,null,null
M4_0_0,2,1.34,2868,1,03-21-2016,null,null
M4_0_0,3,1.27,1522,1,03-21-2016,null,null
M4_0_0,4,1.01,660,1,03-21-2016,null,null
M4_1_0,1,0.68,1854,1,03-21-2016,null,null
M4_1_0,2,1.47,2985,1,03-21-2016,null,null
M4_1_0,3,2.49,890,1,03-21-2016,null,null
M4_1_0,4,0.74,197,1,03-21-2016,null,null
M4_2_0,1,0.93,3835,1,03-21-2016,null,null
M4_2_0,2,1.41,5853,1,03-21-2016,null,null
M4_2_0,3,1.76,2412,1,03-21-2016,null,null
M4_2_0,4,0.95,857,1,03-21-2016,null,null
M4_0_0,0,1.89,6372,1,03-22-2016,161.92,9.6525
M4_1_0,0,1.66,5316,1,03-22-2016,240.17,5.9875
M4_2_0,0,1.78,11688,1,03-22-2016,201.05,7.52
M4_0_0,1,1.49,1958,1,03-22-2016,null,null
M4_0_0,2,2.13,2355,1,03-22-2016,null,null
M4_0_0,3,2.41,1367,1,03-22-2016,null,null
M4_0_0,4,1.35,692,1,03-22-2016,null,null
M4_1_0,1,1.33,1696,1,03-22-2016,null,null
M4_1_0,2,1.7,2613,1,03-22-2016,null,null
M4_1_0,3,2.1,787,1,03-22-2016,null,null
M4_1_0,4,1.99,220,1,03-22-2016,null,null
M4_2_0,1,1.41,3654,1,03-22-2016,null,null
M4_2_0,2,1.9,4968,1,03-22-2016,null,null
M4_2_0,3,2.29,2154,1,03-22-2016,null,null
M4_2_0,4,1.48,912,1,03-22-2016,null,null
M4_0_0,0,2.39,5926,1,03-23-2016,166.66,9.35
M4_1_0,0,1.79,5282,1,03-23-2016,208.05,5.3675
M4_2_0,0,2.11,11208,1,03-23-2016,187.36,7.0525
M4_0_0,1,1.78,1807,1,03-23-2016,null,null
M4_0_0,2,3.0,2120,1,03-23-2016,null,null
M4_0_0,3,2.22,1506,1,03-23-2016,null,null
M4_0_0,4,2.52,493,1,03-23-2016,null,null
M4_1_0,1,0.74,1706,1,03-23-2016,null,null
M4_1_0,2,2.28,2752,1,03-23-2016,null,null
M4_1_0,3,2.31,663,1,03-23-2016,null,null
M4_1_0,4,1.41,161,1,03-23-2016,null,null
M4_2_0,1,1.28,3513,1,03-23-2016,null,null
M4_2_0,2,2.61,4872,1,03-23-2016,null,null
M4_2_0,3,2.26,2169,1,03-23-2016,null,null
M4_2_0,4,2.23,654,1,03-23-2016,null,null
M4_0_0,0,2.31,6245,1,03-24-2016,167.1,9.575
M4_1_0,0,1.83,5458,1,03-24-2016,229.55,5.7125
M4_2_0,0,2.09,11703,1,03-24-2016,198.32,7.35
M4_0_0,1,1.72,1860,1,03-24-2016,null,null
M4_0_0,2,2.64,2464,1,03-24-2016,null,null
M4_0_0,3,2.08,1348,1,03-24-2016,null,null
M4_0_0,4,2.74,573,1,03-24-2016,null,null
M4_1_0,1,1.07,1771,1,03-24-2016,null,null
M4_1_0,2,2.08,2700,1,03-24-2016,null,null
M4_1_0,3,2.56,769,1,03-24-2016,null,null
M4_1_0,4,1.92,218,1,03-24-2016,null,null
M4_2_0,1,1.4,3631,1,03-24-2016,null,null
M4_2_0,2,2.36,5164,1,03-24-2016,null,null
M4_2_0,3,2.28,2117,1,03-24-2016,null,null
M4_2_0,4,2.54,791,1,03-24-2016,null,null
M4_0_0,0,2.48,4836,1,03-25-2016,152.4,9.7
M4_1_0,0,2.08,4174,1,03-25-2016,187.3,5.795
M4_2_0,0,2.29,9010,1,03-25-2016,169.85,7.45
M4_0_0,1,1.46,1676,1,03-25-2016,null,null
M4_0_0,2,2.89,1964,1,03-25-2016,null,null
M4_0_0,3,3.04,1023,1,03-25-2016,null,null
M4_0_0,4,3.59,173,1,03-25-2016,null,null
M4_1_0,1,0.83,1510,1,03-25-2016,null,null
M4_1_0,2,2.44,1803,1,03-25-2016,null,null
M4_1_0,3,3.11,757,1,03-25-2016,null,null
M4_1_0,4,5.02,104,1,03-25-2016,null,null
M4_2_0,1,1.15,3186,1,03-25-2016,null,null
M4_2_0,2,2.67,3767,1,03-25-2016,null,null
M4_2_0,3,3.07,1780,1,03-25-2016,null,null
M4_2_0,4,4.0,277,1,03-25-2016,null,null
M4_0_0,0,1.88,3616,2,03-26-2016,134.74,10.9525
M4_1_0,0,1.48,3416,2,03-26-2016,164.47,6.295
M4_2_0,0,1.68,7032,2,03-26-2016,149.61,8.2325
M4_0_0,1,1.29,293,2,03-26-2016,null,null
M4_0_0,2,2.5,1618,2,03-26-2016,null,null
M4_0_0,3,1.74,1223,2,03-26-2016,null,null
M4_0_0,4,0.6,482,2,03-26-2016,null,null
M4_1_0,1,0.29,482,2,03-26-2016,null,null
M4_1_0,2,1.36,2083,2,03-26-2016,null,null
M4_1_0,3,2.52,594,2,03-26-2016,null,null
M4_1_0,4,2.48,257,2,03-26-2016,null,null
M4_2_0,1,0.61,775,2,03-26-2016,null,null
M4_2_0,2,1.86,3701,2,03-26-2016,null,null
M4_2_0,3,2.04,1817,2,03-26-2016,null,null
M4_2_0,4,1.27,739,2,03-26-2016,null,null
M4_0_0,0,2.16,3230,2,03-27-2016,131.82,11.695
M4_1_0,0,2.03,2827,2,03-27-2016,140.75,6.95
M4_2_0,0,2.09,6057,2,03-27-2016,136.29,8.92
M4_0_0,1,0.74,432,2,03-27-2016,null,null
M4_0_0,2,2.75,1515,2,03-27-2016,null,null
M4_0_0,3,1.98,1185,2,03-27-2016,null,null
M4_0_0,4,3.24,98,2,03-27-2016,null,null
M4_1_0,1,0.22,205,2,03-27-2016,null,null
M4_1_0,2,2.08,1827,2,03-27-2016,null,null
M4_1_0,3,2.88,628,2,03-27-2016,null,null
M4_1_0,4,0.37,167,2,03-27-2016,null,null
M4_2_0,1,0.61,637,2,03-27-2016,null,null
M4_2_0,2,2.35,3342,2,03-27-2016,null,null
M4_2_0,3,2.32,1813,2,03-27-2016,null,null
M4_2_0,4,1.79,265,2,03-27-2016,null,null
M4_0_0,0,1.77,6553,1,03-28-2016,158.84,9.9325
M4_1_0,0,1.61,5558,1,03-28-2016,220.58,5.6725
M4_2_0,0,1.7,12111,1,03-28-2016,189.71,7.48
M4_0_0,1,1.58,1944,1,03-28-2016,null,null
M4_0_0,2,2.41,2454,1,03-28-2016,null,null
M4_0_0,3,1.23,1490,1,03-28-2016,null,null
M4_0_0,4,1.17,665,1,03-28-2016,null,null
M4_1_0,1,1.38,1778,1,03-28-2016,null,null
M4_1_0,2,1.53,2732,1,03-28-2016,null,null
M4_1_0,3,2.42,832,1,03-28-2016,null,null
M4_1_0,4,1.28,216,1,03-28-2016,null,null
M4_2_0,1,1.48,3722,1,03-28-2016,null,null
M4_2_0,2,1.97,5186,1,03-28-2016,null,null
M4_2_0,3,1.69,2322,1,03-28-2016,null,null
M4_2_0,4,1.19,881,1,03-28-2016,null,null
M4_0_0,0,2.01,6057,1,03-29-2016,182.0,9.4725
M4_1_0,0,2.24,5120,1,03-29-2016,242.29,5.53
M4_2_0,0,2.11,11177,1,03-29-2016,212.14,7.1975
M4_0_0,1,1.29,1695,1,03-29-2016,null,null
M4_0_0,2,2.45,2495,1,03-29-2016,null,null
M4_0_0,3,2.09,1338,1,03-29-2016,null,null
M4_0_0,4,1.74,529,1,03-29-2016,null,null
M4_1_0,1,1.56,1609,1,03-29-2016,null,null
M4_1_0,2,2.51,2738,1,03-29-2016,null,null
M4_1_0,3,2.91,586,1,03-29-2016,null,null
M4_1_0,4,2.03,187,1,03-29-2016,null,null
M4_2_0,1,1.42,3304,1,03-29-2016,null,null
M4_2_0,2,2.49,5233,1,03-29-2016,null,null
M4_2_0,3,2.33,1924,1,03-29-2016,null,null
M4_2_0,4,1.81,716,1,03-29-2016,null,null
M4_0_0,0,2.03,5492,1,03-30-2016,164.5,9.5575
M4_1_0,0,1.9,4840,1,03-30-2016,213.34,5.83
M4_2_0,0,1.97,10332,1,03-30-2016,188.92,7.4075
M4_0_0,1,1.32,1847,1,03-30-2016,null,null
M4_0_0,2,2.08,2081,1,03-30-2016,null,null
M4_0_0,3,2.79,1151,1,03-30-2016,null,null
M4_0_0,4,2.62,413,1,03-30-2016,null,null
M4_1_0,1,1.09,1741,1,03-30-2016,null,null
M4_1_0,2,2.37,2382,1,03-30-2016,null,null
M4_1_0,3,2.64,585,1,03-30-2016,null,null
M4_1_0,4,0.77,132,1,03-30-2016,null,null
M4_2_0,1,1.21,3588,1,03-30-2016,null,null
M4_2_0,2,2.24,4463,1,03-30-2016,null,null
M4_2_0,3,2.74,1736,1,03-30-2016,null,null
M4_2_0,4,2.36,545,1,03-30-2016,null,null
M4_0_0,0,2.39,4488,1,03-31-2016,164.21,9.4525
M4_1_0,0,2.53,3992,1,03-31-2016,204.85,5.3125
M4_2_0,0,2.45,8480,1,03-31-2016,184.53,7.1225
M4_0_0,1,1.62,1052,1,03-31-2016,null,null
M4_0_0,2,2.86,2025,1,03-31-2016,null,null
M4_0_0,3,2.41,1101,1,03-31-2016,null,null
M4_0_0,4,0.4,310,1,03-31-2016,null,null
M4_1_0,1,1.72,768,1,03-31-2016,null,null
M4_1_0,2,2.54,2450,1,03-31-2016,null,null
M4_1_0,3,3.87,597,1,03-31-2016,null,null
M4_1_0,4,2.0,177,1,03-31-2016,null,null
M4_2_0,1,1.7,1820,1,03-31-2016,null,null
M4_2_0,2,2.71,4475,1,03-31-2016,null,null
M4_2_0,3,2.96,1698,1,03-31-2016,null,null
M4_2_0,4,1.09,487,1,03-31-2016,null,null
M4_0_0,0,2.19,6180,1,04-01-2016,179.41,9.37
M4_1_0,0,2.3,5064,1,04-01-2016,211.4,5.455
M4_2_0,0,2.24,11244,1,04-01-2016,195.41,7.1175
M4_0_0,1,1.55,1781,1,04-01-2016,null,null
M4_0_0,2,2.55,2379,1,04-01-2016,null,null
M4_0_0,3,1.92,1527,1,04-01-2016,null,null
M4_0_0,4,3.08,493,1,04-01-2016,null,null
M4_1_0,1,1.13,1680,1,04-01-2016,null,null
M4_1_0,2,2.77,2575,1,04-01-2016,null,null
M4_1_0,3,3.62,681,1,04-01-2016,null,null
M4_1_0,4,0.31,128,1,04-01-2016,null,null
M4_2_0,1,1.34,3461,1,04-01-2016,null,null
M4_2_0,2,2.66,4954,1,04-01-2016,null,null
M4_2_0,3,2.5,2208,1,04-01-2016,null,null
M4_2_0,4,2.84,621,1,04-01-2016,null,null
M4_0_0,0,3.28,3244,2,04-02-2016,133.67,10.615
M4_1_0,0,1.69,3203,2,04-02-2016,162.29,6.4225
M4_2_0,0,2.49,6447,2,04-02-2016,147.98,8.135
M4_0_0,1,2.88,242,2,04-02-2016,null,null
M4_0_0,2,3.35,1486,2,04-02-2016,null,null
M4_0_0,3,3.56,1187,2,04-02-2016,null,null
M4_0_0,4,2.48,329,2,04-02-2016,null,null
M4_1_0,1,1.44,274,2,04-02-2016,null,null
M4_1_0,2,1.55,1956,2,04-02-2016,null,null
M4_1_0,3,1.89,754,2,04-02-2016,null,null
M4_1_0,4,2.41,219,2,04-02-2016,null,null
M4_2_0,1,2.06,516,2,04-02-2016,null,null
M4_2_0,2,2.37,3442,2,04-02-2016,null,null
M4_2_0,3,2.85,1941,2,04-02-2016,null,null
M4_2_0,4,2.45,548,2,04-02-2016,null,null
M4_0_0,0,1.82,3070,2,04-03-2016,120.73,11.9725
M4_1_0,0,1.33,2636,2,04-03-2016,134.38,6.7725
M4_2_0,0,1.59,5706,2,04-03-2016,127.56,8.91
M4_0_0,1,1.09,415,2,04-03-2016,null,null
M4_0_0,2,1.28,1424,2,04-03-2016,null,null
M4_0_0,3,2.75,1135,2,04-03-2016,null,null
M4_0_0,4,2.56,96,2,04-03-2016,null,null
M4_1_0,1,0.06,176,2,04-03-2016,null,null
M4_1_0,2,1.29,1819,2,04-03-2016,null,null
M4_1_0,3,2.15,512,2,04-03-2016,null,null
M4_1_0,4,0.21,129,2,04-03-2016,null,null
M4_2_0,1,0.87,591,2,04-03-2016,null,null
M4_2_0,2,1.27,3243,2,04-03-2016,null,null
M4_2_0,3,2.55,1647,2,04-03-2016,null,null
M4_2_0,4,1.64,225,2,04-03-2016,null,null
M4_0_0,0,2.09,5932,1,04-04-2016,159.94,9.225
M4_1_0,0,1.89,4961,1,04-04-2016,217.19,5.765
M4_2_0,0,2.0,10893,1,04-04-2016,188.57,7.245
M4_0_0,1,2.5,1662,1,04-04-2016,null,null
M4_0_0,2,2.34,2273,1,04-04-2016,null,null
M4_0_0,3,1.42,1478,1,04-04-2016,null,null
M4_0_0,4,1.51,519,1,04-04-2016,null,null
M4_1_0,1,1.95,1623,1,04-04-2016,null,null
M4_1_0,2,1.86,2358,1,04-04-2016,null,null
M4_1_0,3,2.11,780,1,04-04-2016,null,null
M4_1_0,4,0.85,200,1,04-04-2016,null,null
M4_2_0,1,2.23,3285,1,04-04-2016,null,null
M4_2_0,2,2.11,4631,1,04-04-2016,null,null
M4_2_0,3,1.69,2258,1,04-04-2016,null,null
M4_2_0,4,1.37,719,1,04-04-2016,null,null
M4_0_0,0,2.5,4819,1,04-05-2016,185.98,9.3475
M4_1_0,0,2.18,4368,1,04-05-2016,261.95,5.555
M4_2_0,0,2.36,9187,1,04-05-2016,223.97,7.1175
M4_0_0,1,2.81,1699,1,04-05-2016,null,null
M4_0_0,2,2.69,1631,1,04-05-2016,null,null
M4_0_0,3,2.74,940,1,04-05-2016,null,null
M4_0_0,4,1.26,549,1,04-05-2016,null,null
M4_1_0,1,1.58,1763,1,04-05-2016,null,null
M4_1_0,2,2.58,2057,1,04-05-2016,null,null
M4_1_0,3,3.24,387,1,04-05-2016,null,null
M4_1_0,4,0.28,161,1,04-05-2016,null,null
M4_2_0,1,2.2,3462,1,04-05-2016,null,null
M4_2_0,2,2.63,3688,1,04-05-2016,null,null
M4_2_0,3,2.93,1327,1,04-05-2016,null,null
M4_2_0,4,1.1,710,1,04-05-2016,null,null
M4_0_0,0,2.54,5587,1,04-06-2016,169.33,9.125
M4_1_0,0,2.31,4497,1,04-06-2016,255.83,5.6175
M4_2_0,0,2.45,10084,1,04-06-2016,212.58,7.0725
M4_0_0,1,2.22,1770,1,04-06-2016,null,null
M4_0_0,2,2.87,1961,1,04-06-2016,null,null
M4_0_0,3,2.65,1236,1,04-06-2016,null,null
M4_0_0,4,2.22,620,1,04-06-2016,null,null
M4_1_0,1,2.13,1705,1,04-06-2016,null,null
M4_1_0,2,2.72,2211,1,04-06-2016,null,null
M4_1_0,3,1.38,398,1,04-06-2016,null,null
M4_1_0,4,1.38,183,1,04-06-2016,null,null
M4_2_0,1,2.17,3475,1,04-06-2016,null,null
M4_2_0,2,2.8,4172,1,04-06-2016,null,null
M4_2_0,3,2.31,1634,1,04-06-2016,null,null
M4_2_0,4,2.05,803,1,04-06-2016,null,null
M4_0_0,0,2.6,4861,1,04-07-2016,196.67,9.4575
M4_1_0,0,2.36,4351,1,04-07-2016,227.82,5.57
M4_2_0,0,2.49,9212,1,04-07-2016,212.25,7.1975
M4_0_0,1,2.71,1369,1,04-07-2016,null,null
M4_0_0,2,2.45,1768,1,04-07-2016,null,null
M4_0_0,3,2.88,1397,1,04-07-2016,null,null
M4_0_0,4,2.0,327,1,04-07-2016,null,null
M4_1_0,1,1.51,1478,1,04-07-2016,null,null
M4_1_0,2,2.52,2101,1,04-07-2016,null,null
M4_1_0,3,3.45,617,1,04-07-2016,null,null
M4_1_0,4,2.15,155,1,04-07-2016,null,null
M4_2_0,1,2.09,2847,1,04-07-2016,null,null
M4_2_0,2,2.49,3869,1,04-07-2016,null,null
M4_2_0,3,3.11,2014,1,04-07-2016,null,null
M4_2_0,4,2.04,482,1,04-07-2016,null,null
M4_0_0,0,2.47,5548,1,04-08-2016,165.94,9.365
M4_1_0,0,1.83,5108,1,04-08-2016,214.34,5.7525
M4_2_0,0,2.18,10656,1,04-08-2016,190.14,7.185
M4_0_0,1,2.22,1561,1,04-08-2016,null,null
M4_0_0,2,3.13,2029,1,04-08-2016,null,null
M4_0_0,3,1.97,1291,1,04-08-2016,null,null
M4_0_0,4,1.96,667,1,04-08-2016,null,null
M4_1_0,1,1.49,1751,1,04-08-2016,null,null
M4_1_0,2,1.98,2474,1,04-08-2016,null,null
M4_1_0,3,2.16,666,1,04-08-2016,null,null
M4_1_0,4,1.9,217,1,04-08-2016,null,null
M4_2_0,1,1.83,3312,1,04-08-2016,null,null
M4_2_0,2,2.55,4503,1,04-08-2016,null,null
M4_2_0,3,2.04,1957,1,04-08-2016,null,null
M4_2_0,4,1.94,884,1,04-08-2016,null,null
M4_0_0,0,1.93,3301,2,04-09-2016,135.71,10.7
M4_1_0,0,1.91,3408,2,04-09-2016,183.56,6.2675
M4_2_0,0,1.92,6709,2,04-09-2016,159.63,8.075
M4_0_0,1,2.84,280,2,04-09-2016,null,null
M4_0_0,2,2.21,1380,2,04-09-2016,null,null
M4_0_0,3,1.38,1148,2,04-09-2016,null,null
M4_0_0,4,1.84,493,2,04-09-2016,null,null
M4_1_0,1,0.63,448,2,04-09-2016,null,null
M4_1_0,2,1.92,2084,2,04-09-2016,null,null
M4_1_0,3,2.45,612,2,04-09-2016,null,null
M4_1_0,4,3.02,264,2,04-09-2016,null,null
M4_2_0,1,1.37,728,2,04-09-2016,null,null
M4_2_0,2,2.02,3464,2,04-09-2016,null,null
M4_2_0,3,1.78,1760,2,04-09-2016,null,null
M4_2_0,4,2.25,757,2,04-09-2016,null,null
M4_0_0,0,1.81,1592,2,04-10-2016,164.78,12.8725
M4_1_0,0,1.84,1496,2,04-10-2016,169.64,6.305
M4_2_0,0,1.82,3088,2,04-10-2016,167.21,9.26
M4_0_0,1,1.3,381,2,04-10-2016,null,null
M4_0_0,2,1.38,721,2,04-10-2016,null,null
