rds_index,hourbin,awt,swt,ewt_95,count,daybin,date,s_trip,m_trip,trip_95,speed
M4_0_400026,0,6.79,4.88,4.53,45,1,2015-10-01,1.33,2.01,3.85,2.705
M4_0_400028,0,6.54,4.72,5.19,54,1,2015-10-01,1.11,1.09,2.3,9.9225
M4_0_400029,0,6.79,4.72,5.21,51,1,2015-10-01,1.1,1.46,3.78,9.9775
M4_0_400030,0,6.96,4.67,5.56,52,1,2015-10-01,1.71,1.46,3.75,14.37
M4_0_400032,0,6.83,4.67,5.96,52,1,2015-10-01,1.27,1.62,2.58,6.0875
M4_0_400033,0,6.94,4.71,5.6,55,1,2015-10-01,1.15,1.47,3.78,14.385
M4_0_400034,0,7.26,4.71,6.62,50,1,2015-10-01,1.78,1.64,3.57,9.3175
M4_0_400036,0,6.73,4.69,5.69,55,1,2015-10-01,2.03,1.97,5.11,12.365
M4_0_400037,0,7.07,4.68,5.86,51,1,2015-10-01,1.34,2.36,4.91,4.2575
M4_0_400038,0,7.37,4.69,6.54,52,1,2015-10-01,1.39,1.53,2.5,5.835
M4_0_400039,0,7.74,4.64,6.6,56,1,2015-10-01,1.13,1.7,2.75,7.0825
M4_0_400041,0,6.77,4.63,6.24,54,1,2015-10-01,1.2,1.88,4.23,6.3825
M4_0_400042,0,7.18,4.7,6.77,58,1,2015-10-01,1.59,1.6,2.75,8.9175
M4_0_400043,0,7.43,4.63,7.39,54,1,2015-10-01,0.89,1.1,2.47,3.7175
M4_0_400044,0,7.61,4.6,7.45,55,1,2015-10-01,0.69,0.93,1.89,6.7775
M4_0_400045,0,7.86,4.68,7.79,59,1,2015-10-01,1.15,0.92,2.23,9.885
M4_0_400046,0,7.21,4.6,6.93,52,1,2015-10-01,0.92,1.01,2.05,8.4975
M4_0_400224,0,6.36,4.75,4.38,55,1,2015-10-01,1.9,1.23,2.28,7.66
M4_0_400225,0,7.36,4.73,7.41,57,1,2015-10-01,1.32,2.02,4.88,9.6125
M4_0_400358,0,6.7,4.17,4.04,2,1,2015-10-01,4.16,1.68,5.38,1.675
M4_0_400359,0,7.28,4.68,4.32,9,1,2015-10-01,3.28,1.19,2.94,2.37333333333
M4_0_400360,0,7.78,4.88,6.25,24,1,2015-10-01,4.34,0.89,3.33,7.4275
M4_0_400361,0,6.97,4.81,4.14,25,1,2015-10-01,2.34,2.06,3.37,2.595
M4_0_400362,0,7.18,4.85,4.96,39,1,2015-10-01,3.02,1.94,4.03,1.8575
M4_0_400363,0,7.68,4.93,6.03,43,1,2015-10-01,1.59,1.77,3.54,12.145
M4_0_400364,0,6.71,4.88,4.68,42,1,2015-10-01,2.14,2.15,4.29,2.2
M4_0_400390,0,7.13,4.76,6.56,58,1,2015-10-01,1.98,2.02,4.07,3.405
M4_0_400552,0,6.92,4.58,5.66,34,1,2015-10-01,0.0,0.0,0.0,null
M4_0_400561,0,5.06,2.5,2.56,1,1,2015-10-01,0.83,1.02,1.73,10.09
M4_0_400595,0,7.83,4.71,8.58,54,1,2015-10-01,0.84,4.27,9.3,2.1575
M4_0_400596,0,8.03,4.94,8.06,56,1,2015-10-01,0.79,1.07,2.68,10.4175
M4_0_400597,0,7.83,4.88,8.38,59,1,2015-10-01,1.63,1.08,2.51,8.255
M4_0_400598,0,7.71,4.88,8.48,59,1,2015-10-01,1.2,1.91,3.8,9.5575
M4_0_400609,0,7.44,4.72,5.94,48,1,2015-10-01,0.76,2.3,5.79,5.015
M4_0_400610,0,7.09,4.68,6.16,44,1,2015-10-01,1.38,2.22,4.11,4.755
M4_0_400611,0,7.73,4.67,6.85,43,1,2015-10-01,1.1,1.83,5.15,4.46
M4_0_400612,0,7.72,4.7,6.46,43,1,2015-10-01,1.1,1.18,2.15,6.2875
M4_0_400613,0,7.86,4.7,7.49,50,1,2015-10-01,1.46,1.38,2.8,10.8925
M4_0_400614,0,7.9,4.62,7.59,51,1,2015-10-01,1.37,1.29,2.55,5.185
M4_0_400615,0,7.51,4.59,6.98,51,1,2015-10-01,2.01,2.12,2.75,5.97
M4_0_400616,0,8.02,4.51,9.73,58,1,2015-10-01,1.52,1.89,3.71,4.775
M4_0_400617,0,7.95,4.57,8.3,62,1,2015-10-01,1.35,1.46,2.91,5.54
M4_0_400618,0,7.87,4.56,8.08,61,1,2015-10-01,1.21,1.39,5.21,5.7475
M4_0_400619,0,7.9,4.55,8.14,63,1,2015-10-01,1.34,1.69,3.3,4.5275
M4_0_400620,0,7.93,4.54,8.18,64,1,2015-10-01,1.17,1.78,4.12,4.79
M4_0_400621,0,7.91,4.53,7.99,62,1,2015-10-01,1.28,1.74,2.68,4.63
M4_0_400622,0,7.94,4.56,8.33,58,1,2015-10-01,1.18,2.07,2.85,8.8575
M4_0_400626,0,7.08,4.6,6.73,52,1,2015-10-01,1.25,1.34,3.04,5.8925
M4_0_400627,0,7.67,4.61,7.58,49,1,2015-10-01,0.83,1.21,2.13,5.2675
M4_0_400628,0,7.8,4.64,7.95,46,1,2015-10-01,0.69,0.86,1.78,5.5775
M4_0_400629,0,8.02,4.64,7.85,46,1,2015-10-01,0.66,1.14,2.54,15.685
M4_0_400631,0,8.39,4.57,8.13,50,1,2015-10-01,2.14,1.87,5.59,4.0525
M4_0_400632,0,8.81,4.77,8.14,42,1,2015-10-01,0.72,2.83,7.44,3.5525
M4_0_400633,0,9.01,4.72,9.34,46,1,2015-10-01,0.77,1.0,2.35,5.995
M4_0_400634,0,8.77,4.72,9.02,47,1,2015-10-01,0.88,0.89,1.92,13.97
M4_0_400635,0,8.66,4.68,8.59,43,1,2015-10-01,1.48,1.23,2.38,7.8725
M4_0_400636,0,8.35,4.53,7.52,40,1,2015-10-01,1.17,2.15,7.68,null
M4_0_403122,0,7.09,4.76,6.63,58,1,2015-10-01,1.2,1.58,3.43,10.9925
M4_0_403125,0,8.07,4.47,9.97,55,1,2015-10-01,1.37,1.65,3.09,6.905
M4_0_403126,0,7.71,4.53,8.87,60,1,2015-10-01,3.89,3.33,19.21,4.50333333333
M4_0_403127,0,7.32,4.64,6.8,61,1,2015-10-01,0.72,3.73,10.06,5.6875
M4_0_403267,0,7.08,4.71,7.29,60,1,2015-10-01,0.81,1.19,2.17,10.3825
M4_0_403461,0,6.79,4.55,6.12,53,1,2015-10-01,1.0,2.26,7.41,6.7275
M4_0_404117,0,7.93,4.75,6.5,22,1,2015-10-01,1.2,1.56,2.36,8.15333333333
M4_0_404191,0,6.96,4.67,6.3,58,1,2015-10-01,1.23,1.47,2.84,9.01
M4_0_404232,0,7.64,4.59,7.66,54,1,2015-10-01,1.87,2.55,5.55,3.3
M4_0_404260,0,7.48,4.65,7.55,54,1,2015-10-01,1.64,2.69,5.03,4.565
M4_0_404262,0,7.55,4.64,8.24,53,1,2015-10-01,1.78,1.41,2.66,5.85
M4_0_404856,0,7.14,4.76,6.93,56,1,2015-10-01,1.62,1.21,2.36,4.295
M4_0_404920,0,8.11,4.55,8.45,63,1,2015-10-01,2.81,2.06,3.64,5.01
M4_0_404921,0,6.98,4.5,6.83,62,1,2015-10-01,2.04,3.41,6.93,4.7775
M4_0_404994,0,6.66,4.88,4.87,47,1,2015-10-01,1.7,0.93,1.74,3.9525
M4_0_405392,0,6.97,4.67,5.98,51,1,2015-10-01,1.39,2.61,5.76,5.095
M4_0_803067,0,7.84,4.67,6.02,22,1,2015-10-01,0.8,1.97,5.35,null
M4_0_803156,0,8.65,5.0,4.89,2,1,2015-10-01,3.07,3.71,4.45,3.64
M4_0_903229,0,8.38,5.0,4.75,2,1,2015-10-01,4.0,10.51,17.68,2.4
M4_0_903236,0,6.79,4.56,6.17,77,1,2015-10-01,1.26,1.12,3.36,4.5825
M4_1_400108,0,6.94,4.83,5.96,61,1,2015-10-01,1.02,3.65,12.62,1.5875
M4_1_400109,0,6.94,4.8,5.79,61,1,2015-10-01,1.09,1.44,2.61,2.98
M4_1_400110,0,7.13,4.98,5.08,50,1,2015-10-01,0.89,1.55,4.53,6.03666666667
M4_1_400111,0,6.93,4.91,7.47,59,1,2015-10-01,1.29,2.59,7.65,6.68666666667
M4_1_400115,0,7.57,5.16,7.15,44,1,2015-10-01,1.36,2.82,7.9,1.15666666667
M4_1_400116,0,7.46,5.16,7.05,44,1,2015-10-01,1.05,1.8,6.45,4.1275
M4_1_400117,0,6.73,5.15,4.47,47,1,2015-10-01,1.25,1.24,2.31,8.70333333333
M4_1_400118,0,8.14,5.17,8.51,47,1,2015-10-01,1.46,1.95,4.83,5.955
M4_1_400119,0,7.97,5.03,8.94,57,1,2015-10-01,1.41,2.6,5.29,6.2725
M4_1_400122,0,7.54,5.21,6.18,44,1,2015-10-01,0.51,1.69,4.11,4.5725
M4_1_400123,0,7.51,5.22,5.6,44,1,2015-10-01,1.01,1.31,3.16,12.55
M4_1_400124,0,7.32,5.15,6.06,54,1,2015-10-01,1.81,1.79,4.15,4.59
M4_1_400125,0,7.35,5.21,5.15,45,1,2015-10-01,1.9,2.07,4.08,2.88
M4_1_400126,0,6.78,5.05,5.52,56,1,2015-10-01,2.23,1.84,4.1,2.745
M4_1_400127,0,7.57,5.26,6.28,43,1,2015-10-01,0.85,2.28,5.55,4.0125
M4_1_400128,0,7.88,5.21,6.45,46,1,2015-10-01,1.28,1.24,2.69,3.145
M4_1_400290,0,6.67,4.86,6.28,60,1,2015-10-01,1.76,2.94,5.38,4.235
M4_1_400292,0,6.54,4.77,6.33,59,1,2015-10-01,1.92,1.67,3.58,4.0375
M4_1_400485,0,7.11,4.95,6.27,61,1,2015-10-01,0.75,2.12,4.09,4.34
M4_1_400486,0,6.98,4.86,6.45,60,1,2015-10-01,1.35,1.29,2.38,8.055
M4_1_400512,0,6.55,5.03,5.36,56,1,2015-10-01,1.78,1.84,4.07,3.9175
M4_1_400514,0,7.45,5.25,5.45,44,1,2015-10-01,1.87,2.69,5.96,2.0075
M4_1_400515,0,7.39,5.25,5.94,46,1,2015-10-01,2.42,2.6,4.57,4.53333333333
M4_1_400516,0,7.72,5.01,6.74,58,1,2015-10-01,2.18,3.35,7.74,1.89
M4_1_400518,0,6.62,5.0,5.44,54,1,2015-10-01,2.17,1.94,3.61,3.45333333333
M4_1_400519,0,7.28,5.21,5.59,39,1,2015-10-01,1.53,2.33,4.51,1.89
M4_1_400520,0,7.31,5.22,5.76,44,1,2015-10-01,1.35,2.02,5.16,1.31666666667
M4_1_400639,0,6.1,4.13,5.48,25,1,2015-10-01,0.0,0.0,0.0,null
M4_1_400642,0,1.35,5.0,-3.65,1,1,2015-10-01,1.08,2.49,4.64,3.395
M4_1_400643,0,1.48,5.0,-3.52,1,1,2015-10-01,0.81,3.04,7.6,3.0
M4_1_400644,0,1.58,5.0,-3.42,1,1,2015-10-01,1.24,1.35,3.26,9.07666666667
M4_1_400646,0,10.7,5.35,7.96,5,1,2015-10-01,3.45,2.12,3.58,3.37
M4_1_400647,0,8.44,4.48,9.6,21,1,2015-10-01,3.72,2.24,7.24,3.11
M4_1_400648,0,8.52,4.67,8.58,28,1,2015-10-01,1.45,1.73,5.22,4.1975
M4_1_400649,0,7.8,5.0,7.09,40,1,2015-10-01,1.73,1.08,2.48,4.58
M4_1_400655,0,7.48,4.93,7.1,69,1,2015-10-01,1.85,1.42,2.44,6.3475
M4_1_400656,0,7.57,5.23,5.53,67,1,2015-10-01,1.96,2.69,4.3,5.225
M4_1_400657,0,7.22,5.2,5.37,66,1,2015-10-01,1.81,1.24,1.9,5.4
M4_1_400658,0,7.24,5.19,5.53,67,1,2015-10-01,1.05,1.46,2.73,7.1675
M4_1_400659,0,7.31,5.17,5.82,68,1,2015-10-01,1.55,1.34,2.53,3.4175
M4_1_400661,0,7.28,5.17,5.59,67,1,2015-10-01,2.19,1.46,3.37,5.39
M4_1_400662,0,7.22,5.17,5.95,67,1,2015-10-01,1.17,1.42,3.42,5.425
M4_1_400663,0,7.19,5.17,5.54,67,1,2015-10-01,1.13,1.2,2.14,6.7175
M4_1_400676,0,6.7,4.98,6.58,65,1,2015-10-01,1.58,1.94,5.28,6.3375
M4_1_400677,0,6.6,4.99,5.35,65,1,2015-10-01,1.71,2.64,5.02,4.5725
M4_1_400678,0,6.62,4.99,6.44,63,1,2015-10-01,1.77,2.01,3.43,2.67
M4_1_400716,0,7.74,5.34,6.11,43,1,2015-10-01,1.83,2.04,5.29,6.21666666667
M4_1_401844,0,7.54,5.32,6.68,40,1,2015-10-01,0.81,1.93,5.61,5.01666666667
M4_1_403142,0,6.0,4.94,4.77,61,1,2015-10-01,1.16,1.77,3.79,13.265
M4_1_403145,0,6.99,5.18,5.25,54,1,2015-10-01,2.83,1.92,3.83,3.7825
M4_1_403147,0,6.81,5.0,6.17,63,1,2015-10-01,2.36,1.32,3.19,6.41
M4_1_403148,0,7.2,5.18,5.75,54,1,2015-10-01,1.1,1.71,3.47,3.9125
M4_1_403149,0,7.15,5.16,5.96,55,1,2015-10-01,1.07,1.27,2.91,4.725
M4_1_403266,0,6.63,5.02,5.8,56,1,2015-10-01,2.55,2.28,4.33,3.7725
M4_1_403373,0,7.78,4.8,7.54,50,1,2015-10-01,1.17,1.25,2.54,7.64
M4_1_403374,0,7.53,4.78,6.8,57,1,2015-10-01,2.26,2.15,4.21,4.6225
M4_1_403375,0,7.49,4.73,6.81,54,1,2015-10-01,0.87,2.06,6.05,4.465
M4_1_403376,0,7.4,4.84,7.34,61,1,2015-10-01,1.3,0.73,1.73,7.78
M4_1_403377,0,7.54,4.87,7.24,66,1,2015-10-01,1.23,0.87,1.58,8.4375
M4_1_403483,0,7.09,4.96,5.78,75,1,2015-10-01,1.05,1.32,3.11,16.1525
M4_1_403835,0,7.66,5.14,7.28,45,1,2015-10-01,0.0,0.0,0.0,null
M4_1_403903,0,6.93,5.18,5.47,54,1,2015-10-01,1.88,1.93,4.44,3.6825
M4_1_404081,0,7.55,5.12,6.77,55,1,2015-10-01,3.3,2.72,8.05,1.29666666667
M4_1_404168,0,6.44,4.92,5.99,57,1,2015-10-01,1.03,6.78,18.01,4.275
M4_1_404278,0,6.74,4.77,6.47,61,1,2015-10-01,1.51,1.59,3.66,8.8075
M4_1_404303,0,7.13,5.04,5.72,55,1,2015-10-01,1.98,6.22,39.73,2.7875
M4_1_405179,0,7.77,5.28,7.18,45,1,2015-10-01,1.28,1.66,2.95,3.9625
M4_1_405234,0,7.15,5.2,5.58,53,1,2015-10-01,1.2,2.43,4.58,5.56
M4_1_803157,0,6.99,4.98,5.9,75,1,2015-10-01,1.74,1.65,3.82,3.545
M4_1_803162,0,7.98,5.2,5.48,45,1,2015-10-01,1.52,2.79,6.08,7.7225
M4_1_903085,0,7.45,5.36,6.33,43,1,2015-10-01,2.71,2.6,6.28,null
M4_1_903230,0,6.47,4.92,5.69,61,1,2015-10-01,1.0,3.48,8.12,5.515
M4_0_400026,1,6.11,4.14,6.86,24,1,2015-10-01,1.35,1.12,1.82,null
M4_0_400026,2,7.8,4.95,6.35,9,1,2015-10-01,1.47,1.84,3.88,null
M4_0_400026,3,6.79,5.57,4.18,10,1,2015-10-01,1.21,4.51,16.68,null
M4_0_400026,4,8.32,6.66,2.41,2,1,2015-10-01,0.89,1.46,2.03,null
M4_0_400028,1,6.18,4.14,7.27,24,1,2015-10-01,0.83,0.76,1.78,null
M4_0_400028,2,6.1,4.84,3.69,14,1,2015-10-01,0.86,1.69,3.07,null
M4_0_400028,3,7.17,4.99,5.29,14,1,2015-10-01,2.12,0.84,1.76,null
M4_0_400028,4,8.3,6.54,2.54,2,1,2015-10-01,0.54,0.67,1.51,null
M4_0_400029,1,6.16,4.14,7.11,24,1,2015-10-01,1.08,0.95,1.77,null
M4_0_400029,2,7.67,4.83,5.84,14,1,2015-10-01,1.18,1.98,4.1,null
M4_0_400029,3,5.99,5.07,2.61,11,1,2015-10-01,0.94,1.63,4.65,null
M4_0_400029,4,8.68,6.48,3.14,2,1,2015-10-01,1.26,1.27,2.81,null
M4_0_400030,1,6.25,4.1,7.29,25,1,2015-10-01,1.7,1.11,2.79,null
M4_0_400030,2,7.51,4.83,6.68,14,1,2015-10-01,1.92,2.13,4.41,null
M4_0_400030,3,7.12,5.04,4.06,11,1,2015-10-01,1.56,1.28,2.07,null
M4_0_400030,4,8.45,6.39,3.11,2,1,2015-10-01,1.22,0.56,1.4,null
M4_0_400032,1,6.37,4.15,7.19,24,1,2015-10-01,1.25,0.99,1.65,null
M4_0_400032,2,8.04,4.77,7.11,15,1,2015-10-01,1.48,2.93,3.98,null
M4_0_400032,3,5.11,5.04,1.94,11,1,2015-10-01,1.12,0.84,1.68,null
M4_0_400032,4,8.45,6.24,3.56,2,1,2015-10-01,0.88,1.22,1.71,null
M4_0_400033,1,6.35,4.15,7.02,24,1,2015-10-01,1.16,1.12,2.29,null
M4_0_400033,2,6.85,4.79,4.27,17,1,2015-10-01,1.22,1.64,3.67,null
M4_0_400033,3,7.67,5.14,6.03,12,1,2015-10-01,1.12,2.12,4.75,null
M4_0_400033,4,8.64,6.18,3.95,2,1,2015-10-01,0.8,0.55,1.02,null
M4_0_400034,1,6.37,4.15,7.06,24,1,2015-10-01,1.79,1.69,3.29,null
M4_0_400034,2,8.2,4.85,7.59,15,1,2015-10-01,1.95,1.82,3.67,null
M4_0_400034,3,7.39,5.37,5.29,8,1,2015-10-01,1.57,1.33,2.22,null
M4_0_400034,4,7.8,5.48,3.99,3,1,2015-10-01,1.23,1.09,1.35,null
M4_0_400036,1,6.33,4.11,7.33,25,1,2015-10-01,2.16,1.51,2.92,null
M4_0_400036,2,6.52,4.84,4.54,15,1,2015-10-01,2.12,2.44,5.72,null
M4_0_400036,3,7.29,5.23,5.1,12,1,2015-10-01,1.9,2.07,4.0,null
M4_0_400036,4,7.85,5.39,4.09,3,1,2015-10-01,1.41,1.68,3.6,null
M4_0_400037,1,6.05,4.15,5.93,24,1,2015-10-01,1.28,2.21,3.9,null
M4_0_400037,2,7.29,4.78,5.35,15,1,2015-10-01,1.58,2.48,5.21,null
M4_0_400037,3,8.72,5.32,6.94,9,1,2015-10-01,1.15,2.51,3.94,null
M4_0_400037,4,7.79,5.33,4.11,3,1,2015-10-01,0.9,2.17,2.82,null
M4_0_400038,1,6.11,4.19,5.48,26,1,2015-10-01,1.39,0.92,1.82,null
M4_0_400038,2,8.62,4.86,8.62,14,1,2015-10-01,1.57,2.35,2.98,null
M4_0_400038,3,8.46,5.31,6.67,9,1,2015-10-01,1.27,1.6,4.72,null
M4_0_400038,4,7.78,5.27,4.26,3,1,2015-10-01,1.0,1.08,2.04,null
M4_0_400039,1,6.3,4.19,5.68,26,1,2015-10-01,1.08,0.91,1.82,null
M4_0_400039,2,8.82,4.74,8.87,20,1,2015-10-01,1.33,2.83,7.44,null
M4_0_400039,3,9.36,5.46,6.77,6,1,2015-10-01,0.98,1.42,2.5,null
M4_0_400039,4,7.6,5.17,4.9,4,1,2015-10-01,0.75,0.85,1.04,null
M4_0_400041,1,6.1,4.15,5.16,25,1,2015-10-01,1.19,2.14,4.39,null
M4_0_400041,2,7.16,4.73,5.01,18,1,2015-10-01,1.32,1.98,4.34,null
M4_0_400041,3,7.34,5.38,5.34,7,1,2015-10-01,1.12,1.54,2.12,null
M4_0_400041,4,7.75,5.13,5.2,4,1,2015-10-01,0.97,1.16,1.57,null
M4_0_400042,1,6.37,4.14,4.92,25,1,2015-10-01,1.51,1.22,1.85,null
M4_0_400042,2,8.33,4.75,8.21,19,1,2015-10-01,1.71,2.17,3.44,null
M4_0_400042,3,6.88,5.48,4.94,10,1,2015-10-01,1.66,1.6,3.02,null
M4_0_400042,4,7.97,5.13,5.51,4,1,2015-10-01,1.25,0.88,1.65,null
M4_0_400043,1,6.3,4.14,4.96,25,1,2015-10-01,0.87,1.01,2.0,null
M4_0_400043,2,8.74,4.75,8.9,19,1,2015-10-01,0.98,1.08,2.19,null
M4_0_400043,3,7.8,5.42,6.13,6,1,2015-10-01,0.83,1.49,2.97,null
M4_0_400043,4,8.11,5.13,5.74,4,1,2015-10-01,0.72,0.81,1.3,null
M4_0_400044,1,6.46,4.1,5.75,26,1,2015-10-01,0.75,0.92,1.83,null
M4_0_400044,2,9.05,4.75,9.46,19,1,2015-10-01,0.71,0.96,1.87,null
M4_0_400044,3,7.81,5.42,5.81,6,1,2015-10-01,0.6,1.0,2.17,null
M4_0_400044,4,8.26,5.13,5.97,4,1,2015-10-01,0.52,0.69,1.07,null
M4_0_400045,1,6.41,4.14,5.26,25,1,2015-10-01,1.03,0.65,1.52,null
M4_0_400045,2,9.38,4.75,9.72,19,1,2015-10-01,1.16,0.97,1.89,null
M4_0_400045,3,8.5,5.34,8.19,11,1,2015-10-01,1.37,1.21,3.65,null
M4_0_400045,4,8.3,5.13,6.04,4,1,2015-10-01,1.03,1.05,2.26,null
M4_0_400046,1,6.47,4.13,5.2,25,1,2015-10-01,0.9,1.08,2.19,null
M4_0_400046,2,7.89,4.72,6.74,17,1,2015-10-01,1.01,1.17,1.94,null
M4_0_400046,3,7.46,5.4,5.53,6,1,2015-10-01,0.87,0.77,1.54,null
M4_0_400046,4,8.5,5.13,6.33,4,1,2015-10-01,0.73,0.63,1.02,null
M4_0_400224,1,6.17,4.09,5.11,26,1,2015-10-01,2.02,1.21,1.9,null
M4_0_400224,2,5.33,4.79,2.81,16,1,2015-10-01,1.9,1.17,1.74,null
M4_0_400224,3,6.58,5.8,4.66,9,1,2015-10-01,1.84,1.41,2.51,null
M4_0_400224,4,8.52,5.13,6.31,4,1,2015-10-01,1.54,1.13,2.0,null
M4_0_400225,1,7.27,4.13,8.27,25,1,2015-10-01,1.37,2.66,6.37,null
M4_0_400225,2,4.93,4.7,1.55,16,1,2015-10-01,1.38,1.79,4.48,null
M4_0_400225,3,8.87,5.67,7.54,11,1,2015-10-01,1.25,1.71,3.99,null
M4_0_400225,4,7.99,4.88,6.04,5,1,2015-10-01,1.13,1.09,1.53,null
M4_0_400358,1,6.7,4.17,4.04,2,1,2015-10-01,4.79,1.18,2.36,null
M4_0_400359,1,6.95,4.5,4.34,7,1,2015-10-01,2.77,1.05,2.09,null
M4_0_400359,3,8.14,5.2,3.3,2,1,2015-10-01,7.67,0.26,0.89,null
M4_0_400360,1,5.76,4.21,2.69,9,1,2015-10-01,4.15,1.19,2.61,null
M4_0_400360,2,8.45,4.94,5.86,8,1,2015-10-01,5.84,0.61,2.17,null
M4_0_400360,3,8.88,5.46,6.31,7,1,2015-10-01,2.84,1.04,2.72,null
M4_0_400361,1,6.14,3.99,5.4,11,1,2015-10-01,2.51,1.67,2.96,null
M4_0_400361,2,7.44,4.95,5.44,9,1,2015-10-01,2.71,2.57,3.58,null
M4_0_400361,3,7.65,5.69,4.03,4,1,2015-10-01,1.76,2.29,3.34,null
M4_0_400361,4,8.15,6.0,2.15,1,1,2015-10-01,1.3,1.34,2.01,null
M4_0_400362,1,6.04,4.27,5.58,23,1,2015-10-01,3.84,1.98,4.28,null
M4_0_400362,2,8.87,4.95,8.07,10,1,2015-10-01,2.6,2.11,3.71,null
M4_0_400362,3,6.93,5.69,3.28,4,1,2015-10-01,1.55,2.03,3.58,null
M4_0_400362,4,8.4,6.83,2.04,2,1,2015-10-01,3.6,1.04,1.71,null
M4_0_400363,1,6.08,4.28,5.34,23,1,2015-10-01,1.23,1.77,3.37,null
M4_0_400363,2,10.01,4.95,9.81,10,1,2015-10-01,1.3,1.49,2.78,null
M4_0_400363,3,7.69,5.61,5.42,8,1,2015-10-01,3.27,2.22,7.28,null
M4_0_400363,4,8.65,6.83,2.31,2,1,2015-10-01,0.94,1.78,2.58,null
M4_0_400364,1,6.0,4.14,6.85,24,1,2015-10-01,2.31,1.92,3.74,null
M4_0_400364,2,8.1,4.95,6.78,9,1,2015-10-01,2.73,2.33,4.33,null
M4_0_400364,3,6.33,5.81,3.37,7,1,2015-10-01,1.23,2.81,6.5,null
M4_0_400364,4,8.23,6.74,2.54,2,1,2015-10-01,1.03,1.37,1.7,null
M4_0_400390,1,6.85,4.13,6.98,25,1,2015-10-01,2.01,2.01,4.14,null
M4_0_400390,2,6.83,4.74,3.46,18,1,2015-10-01,2.08,2.09,4.58,null
M4_0_400390,3,7.7,5.79,5.61,10,1,2015-10-01,1.97,2.17,3.77,null
M4_0_400390,4,7.72,4.88,5.84,5,1,2015-10-01,1.64,1.58,3.04,null
M4_0_400552,1,5.33,4.02,5.73,24,1,2015-10-01,0.0,0.0,0.0,null
M4_0_400552,2,10.42,5.0,7.91,6,1,2015-10-01,0.0,0.0,0.0,null
M4_0_400552,3,7.82,5.38,3.86,3,1,2015-10-01,0.0,0.0,0.0,null
M4_0_400552,4,6.97,7.5,-0.53,1,1,2015-10-01,0.0,0.0,0.0,null
M4_0_400561,1,5.06,2.5,2.56,1,1,2015-10-01,1.25,1.27,1.27,null
M4_0_400595,1,7.15,4.13,6.69,25,1,2015-10-01,0.83,4.36,7.56,null
M4_0_400595,2,9.62,5.04,9.41,16,1,2015-10-01,0.87,4.94,8.15,null
M4_0_400595,3,6.51,5.34,4.27,8,1,2015-10-01,0.85,4.29,10.44,null
M4_0_400595,4,7.22,4.88,5.12,5,1,2015-10-01,0.73,2.11,3.53,null
M4_0_400596,1,7.16,4.38,7.43,25,1,2015-10-01,0.8,1.45,3.53,null
M4_0_400596,2,9.96,5.04,9.69,16,1,2015-10-01,0.8,0.91,2.37,null
M4_0_400596,3,7.63,5.78,5.93,10,1,2015-10-01,0.86,0.99,2.17,null
M4_0_400596,4,7.11,4.88,4.85,5,1,2015-10-01,0.65,0.81,1.75,null
M4_0_400597,1,6.67,4.33,7.71,27,1,2015-10-01,1.83,1.19,3.27,null
M4_0_400597,2,9.55,4.97,9.07,17,1,2015-10-01,1.57,0.96,1.71,null
M4_0_400597,3,7.84,5.78,5.99,10,1,2015-10-01,1.53,1.16,2.33,null
M4_0_400597,4,7.45,4.88,5.39,5,1,2015-10-01,1.29,0.84,1.48,null
M4_0_400598,1,6.9,4.33,8.62,27,1,2015-10-01,1.23,2.08,4.16,null
M4_0_400598,2,8.89,4.97,8.5,17,1,2015-10-01,1.23,2.15,3.86,null
M4_0_400598,3,7.77,5.77,6.06,10,1,2015-10-01,1.2,1.7,2.46,null
M4_0_400598,4,7.42,4.88,5.36,5,1,2015-10-01,1.0,1.03,1.71,null
M4_0_400609,1,6.48,4.77,4.4,22,1,2015-10-01,0.65,1.88,5.63,null
M4_0_400609,2,8.05,4.69,5.8,17,1,2015-10-01,0.75,3.08,7.95,null
M4_0_400609,3,10.52,4.58,7.22,4,1,2015-10-01,1.31,1.87,4.71,null
M4_0_400609,4,5.38,4.75,1.65,5,1,2015-10-01,0.62,1.61,3.24,null
M4_0_400610,1,6.48,4.69,4.4,21,1,2015-10-01,1.26,1.32,2.13,null
M4_0_400610,2,6.93,4.69,4.95,17,1,2015-10-01,1.54,3.9,8.11,null
M4_0_400610,3,11.95,4.38,8.95,2,1,2015-10-01,1.42,1.55,3.37,null
M4_0_400610,4,4.55,4.68,1.58,4,1,2015-10-01,1.23,0.85,1.42,null
M4_0_400611,1,7.87,4.69,7.43,21,1,2015-10-01,1.03,1.69,2.29,null
M4_0_400611,2,7.43,4.69,5.72,17,1,2015-10-01,1.18,1.77,3.82,null
M4_0_400611,3,10.12,3.5,6.62,1,1,2015-10-01,1.12,0.93,1.61,null
M4_0_400611,4,6.59,4.68,4.33,4,1,2015-10-01,0.97,3.22,10.19,null
M4_0_400612,1,6.84,4.69,6.64,21,1,2015-10-01,1.0,1.17,1.75,null
M4_0_400612,2,7.49,4.69,5.59,17,1,2015-10-01,1.17,1.11,2.06,null
M4_0_400612,3,13.25,4.38,10.36,2,1,2015-10-01,1.31,1.64,4.0,null
M4_0_400612,4,4.92,4.98,0.66,3,1,2015-10-01,0.94,1.02,1.65,null
