rds_index,hourbin,awt,swt,ewt_95,count,daybin,date,s_trip,m_trip,trip_95,speed
BX39_1_101814,3,6.25,4.72,2.79,13,1,10-27-2015,0.88,0.48,1.77,null
BX39_1_101814,4,9.31,6.48,6.27,6,1,10-27-2015,0.76,0.35,0.97,null
BX39_1_102394,1,6.74,4.82,4.66,26,1,10-27-2015,1.35,1.43,2.67,null
BX39_1_102394,2,6.3,5.17,3.67,32,1,10-27-2015,1.65,1.88,2.91,null
BX39_1_102394,3,5.99,4.94,3.36,19,1,10-27-2015,1.68,2.24,4.45,null
BX39_1_102394,4,8.22,6.33,6.15,9,1,10-27-2015,1.34,1.63,2.33,null
BX39_1_102395,1,6.76,4.82,4.51,26,1,10-27-2015,1.88,2.21,3.98,null
BX39_1_102395,2,6.48,5.17,3.46,32,1,10-27-2015,2.06,2.21,3.81,null
BX39_1_102395,3,6.1,4.85,3.34,18,1,10-27-2015,2.16,3.05,4.62,null
BX39_1_102395,4,7.93,6.29,5.97,10,1,10-27-2015,1.6,2.28,3.78,null
BX39_1_102396,1,6.89,4.82,4.38,26,1,10-27-2015,1.35,1.24,2.41,null
BX39_1_102396,2,6.57,5.18,3.82,31,1,10-27-2015,1.48,1.19,2.21,null
BX39_1_102396,3,5.77,4.85,3.14,19,1,10-27-2015,1.57,1.19,2.22,null
BX39_1_102396,4,7.83,6.28,5.73,10,1,10-27-2015,1.13,1.09,1.89,null
BX39_1_102783,2,5.98,4.68,2.47,3,1,10-27-2015,5.79,0.36,1.48,null
BX39_1_102783,4,6.81,7.0,-0.19,1,1,10-27-2015,5.84,0.0,0.0,null
BX39_1_102786,1,5.27,4.97,2.18,18,1,10-27-2015,2.69,1.08,1.79,null
BX39_1_102786,2,5.53,4.68,3.15,31,1,10-27-2015,1.46,1.19,1.76,null
BX39_1_102786,3,5.84,5.37,2.3,15,1,10-27-2015,1.13,1.25,2.5,null
BX39_1_102786,4,7.36,7.04,2.02,8,1,10-27-2015,0.97,1.0,1.45,null
BX39_1_102789,1,5.51,4.92,2.1,19,1,10-27-2015,1.56,2.08,3.68,null
BX39_1_102789,2,5.45,4.73,2.83,34,1,10-27-2015,1.56,1.75,2.62,null
BX39_1_102789,3,5.77,5.44,2.65,17,1,10-27-2015,2.18,2.06,4.08,null
BX39_1_102789,4,7.38,7.01,2.01,8,1,10-27-2015,1.32,1.73,2.71,null
BX39_1_102791,1,5.19,4.88,1.96,20,1,10-27-2015,2.22,1.39,2.54,null
BX39_1_102791,2,5.5,4.73,2.77,34,1,10-27-2015,2.24,1.31,2.28,null
BX39_1_102791,3,5.7,5.4,2.1,16,1,10-27-2015,2.18,1.25,2.08,null
BX39_1_102791,4,7.3,6.89,2.43,9,1,10-27-2015,1.95,1.3,1.78,null
BX39_1_102793,1,5.31,5.03,1.74,22,1,10-27-2015,2.9,1.07,1.62,null
BX39_1_102793,2,5.55,4.76,2.93,33,1,10-27-2015,2.19,1.17,2.06,null
BX39_1_102793,3,5.67,5.33,2.11,17,1,10-27-2015,2.15,1.13,2.07,null
BX39_1_102793,4,7.28,6.88,2.5,9,1,10-27-2015,1.88,1.05,1.91,null
BX39_1_103121,1,5.28,4.91,1.95,8,1,10-27-2015,5.56,0.57,1.63,null
BX39_1_103121,2,5.65,4.95,2.98,24,1,10-27-2015,3.92,0.83,1.9,null
BX39_1_103121,3,6.01,5.42,2.37,13,1,10-27-2015,7.57,0.08,0.41,null
BX39_1_103121,4,7.77,7.35,1.94,4,1,10-27-2015,1.23,0.97,1.17,null
BX39_1_103122,1,5.3,4.98,2.39,18,1,10-27-2015,1.92,1.62,2.2,null
BX39_1_103122,2,5.56,4.74,2.95,32,1,10-27-2015,1.85,1.5,2.29,null
BX39_1_103122,3,5.83,5.36,2.63,15,1,10-27-2015,1.79,1.44,2.41,null
BX39_1_103122,4,7.39,7.03,2.12,8,1,10-27-2015,1.56,1.19,1.79,null
BX39_1_103297,1,5.62,5.02,2.67,24,1,10-27-2015,2.73,3.43,5.8,null
BX39_1_103297,2,6.21,4.81,4.34,32,1,10-27-2015,1.89,4.5,10.78,null
BX39_1_103297,3,5.81,5.33,2.61,17,1,10-27-2015,1.81,3.25,5.75,null
BX39_1_103297,4,7.2,6.86,2.77,9,1,10-27-2015,1.49,2.49,3.85,null
BX39_1_103298,1,5.34,5.01,2.27,24,1,10-27-2015,1.44,1.01,2.48,null
BX39_1_103298,2,6.06,4.9,3.57,34,1,10-27-2015,2.08,1.07,2.47,null
BX39_1_103298,3,5.63,5.32,2.25,17,1,10-27-2015,1.33,1.26,3.07,null
BX39_1_103298,4,7.14,6.85,2.61,9,1,10-27-2015,1.11,0.47,0.88,null
BX39_1_103299,1,5.44,5.0,2.62,24,1,10-27-2015,1.34,0.7,1.25,null
BX39_1_103299,2,5.87,4.9,3.31,34,1,10-27-2015,1.32,0.74,1.16,null
BX39_1_103299,3,5.69,5.32,2.52,17,1,10-27-2015,1.29,0.72,1.4,null
BX39_1_103299,4,7.14,6.83,2.52,9,1,10-27-2015,1.04,0.69,1.08,null
BX39_1_103300,1,5.38,4.97,2.86,25,1,10-27-2015,1.11,1.11,1.97,null
BX39_1_103300,2,6.1,4.91,3.68,34,1,10-27-2015,1.13,1.12,2.64,null
BX39_1_103300,3,5.68,5.31,2.2,17,1,10-27-2015,1.09,1.02,1.52,null
BX39_1_103300,4,7.1,6.82,2.36,9,1,10-27-2015,0.9,0.76,1.05,null
BX39_1_103301,1,5.37,4.97,2.68,25,1,10-27-2015,1.33,1.25,1.9,null
BX39_1_103301,2,6.16,4.95,3.58,33,1,10-27-2015,1.31,1.19,1.82,null
BX39_1_103301,3,5.68,5.23,2.71,18,1,10-27-2015,1.27,1.14,1.61,null
BX39_1_103301,4,7.22,6.81,2.78,9,1,10-27-2015,1.04,1.0,1.77,null
BX39_1_103302,1,5.24,4.8,2.84,26,1,10-27-2015,1.68,1.28,1.85,null
BX39_1_103302,2,6.38,4.95,4.35,33,1,10-27-2015,1.7,1.32,2.49,null
BX39_1_103302,3,5.79,5.18,2.78,17,1,10-27-2015,1.65,1.31,1.85,null
BX39_1_103302,4,7.14,6.69,3.25,9,1,10-27-2015,1.39,1.06,1.72,null
BX39_1_103303,1,5.39,4.8,2.94,26,1,10-27-2015,1.6,1.52,2.84,null
BX39_1_103303,2,6.23,4.96,4.2,33,1,10-27-2015,1.56,1.6,2.29,null
BX39_1_103303,3,5.81,5.17,3.09,17,1,10-27-2015,1.53,1.25,1.9,null
BX39_1_103303,4,7.21,6.68,3.54,9,1,10-27-2015,1.27,1.15,1.64,null
BX39_1_103304,1,5.52,4.81,3.16,26,1,10-27-2015,1.35,1.36,2.29,null
BX39_1_103304,2,6.32,4.96,4.02,33,1,10-27-2015,1.31,1.31,2.03,null
BX39_1_103304,3,5.83,5.17,3.2,17,1,10-27-2015,1.28,1.11,1.48,null
BX39_1_103304,4,7.17,6.67,3.59,9,1,10-27-2015,1.07,0.97,1.5,null
BX39_1_103305,1,6.04,4.73,3.59,26,1,10-27-2015,1.43,8.22,18.97,null
BX39_1_103305,2,6.6,5.04,4.39,33,1,10-27-2015,1.45,5.34,8.8,null
BX39_1_103305,3,6.31,5.11,4.19,18,1,10-27-2015,1.5,5.65,8.9,null
BX39_1_103305,4,7.5,6.62,4.51,9,1,10-27-2015,1.27,4.99,6.89,null
BX39_1_103309,1,6.04,4.71,3.55,26,1,10-27-2015,1.49,1.43,2.13,null
BX39_1_103309,2,6.17,5.09,4.09,32,1,10-27-2015,1.52,1.42,2.34,null
BX39_1_103309,3,5.66,4.98,2.96,18,1,10-27-2015,1.57,1.4,2.25,null
BX39_1_103309,4,8.03,6.48,5.45,10,1,10-27-2015,1.36,1.19,1.77,null
BX39_1_103310,1,6.04,4.64,4.42,25,1,10-27-2015,1.98,1.4,2.97,null
BX39_1_103310,2,6.11,5.12,3.85,33,1,10-27-2015,1.98,1.0,1.88,null
BX39_1_103310,3,5.6,4.98,2.83,18,1,10-27-2015,1.98,1.11,1.62,null
BX39_1_103310,4,7.8,6.44,5.29,10,1,10-27-2015,1.33,1.05,1.63,null
BX39_1_103311,1,6.21,4.64,4.83,25,1,10-27-2015,2.1,2.03,3.55,null
BX39_1_103311,2,6.29,5.16,3.81,32,1,10-27-2015,2.47,1.94,4.18,null
BX39_1_103311,3,5.4,4.94,2.46,19,1,10-27-2015,2.52,2.14,3.47,null
BX39_1_103311,4,7.69,6.39,5.48,9,1,10-27-2015,2.01,2.5,3.55,null
BX39_1_103312,1,6.73,4.76,5.27,25,1,10-27-2015,1.08,1.76,3.12,null
BX39_1_103312,2,6.45,5.21,4.05,32,1,10-27-2015,1.14,2.13,3.83,null
BX39_1_103312,3,5.94,4.84,3.19,19,1,10-27-2015,1.13,2.73,4.82,null
BX39_1_103312,4,7.75,6.26,5.74,10,1,10-27-2015,0.99,1.59,2.8,null
BX39_1_103313,1,6.54,4.75,5.09,25,1,10-27-2015,1.01,1.82,4.77,null
BX39_1_103313,2,6.57,5.21,4.25,32,1,10-27-2015,1.09,1.57,2.91,null
BX39_1_103313,3,6.18,4.84,3.54,19,1,10-27-2015,1.08,1.83,3.6,null
BX39_1_103313,4,7.37,6.24,4.64,10,1,10-27-2015,0.94,1.1,2.3,null
BX39_1_103314,1,6.24,4.75,3.82,25,1,10-27-2015,1.01,0.38,0.54,null
BX39_1_103314,2,6.26,5.22,4.29,32,1,10-27-2015,1.07,0.67,1.12,null
BX39_1_103314,3,5.88,4.84,3.4,19,1,10-27-2015,1.07,0.17,0.17,null
BX39_1_103314,4,7.8,6.23,5.75,10,1,10-27-2015,0.92,0.33,0.8,null
BX39_1_103315,1,6.37,4.75,5.64,25,1,10-27-2015,1.03,4.73,8.8,null
BX39_1_103315,2,6.66,5.22,4.96,32,1,10-27-2015,1.07,4.08,10.24,null
BX39_1_103315,3,7.38,4.84,5.37,19,1,10-27-2015,1.07,6.18,9.27,null
BX39_1_103315,4,8.4,6.22,6.18,10,1,10-27-2015,0.92,4.56,9.64,null
BX39_1_103316,1,6.42,4.74,4.86,25,1,10-27-2015,0.8,1.25,4.25,null
BX39_1_103316,2,6.73,5.23,4.45,31,1,10-27-2015,0.85,1.32,4.21,null
BX39_1_103316,3,6.16,4.84,3.42,20,1,10-27-2015,0.85,1.02,1.76,null
BX39_1_103316,4,8.1,6.2,6.12,10,1,10-27-2015,0.73,0.7,0.98,null
BX39_1_103403,1,6.66,4.75,5.5,25,1,10-27-2015,1.02,1.72,5.34,null
BX39_1_103403,2,6.6,5.22,4.86,32,1,10-27-2015,1.08,2.5,6.3,null
BX39_1_103403,3,6.14,4.84,3.45,19,1,10-27-2015,1.07,1.9,6.22,null
BX39_1_103403,4,8.15,6.21,6.12,10,1,10-27-2015,0.93,1.97,5.23,null
BX39_1_103405,1,5.58,7.5,-1.92,1,1,10-27-2015,0.62,0.71,0.76,null
BX39_1_103405,3,3.88,5.0,-1.12,1,1,10-27-2015,null,null,null,null
BX39_1_103672,1,5.76,4.72,3.2,26,1,10-27-2015,1.73,2.13,7.88,null
BX39_1_103672,2,6.44,5.05,3.71,33,1,10-27-2015,1.79,1.38,4.13,null
BX39_1_103672,3,5.65,5.11,2.42,18,1,10-27-2015,1.83,1.57,4.64,null
BX39_1_103672,4,7.33,6.6,4.29,9,1,10-27-2015,1.56,1.16,1.62,null
BX39_1_103701,1,7.0,4.82,4.33,26,1,10-27-2015,1.13,1.12,1.83,null
BX39_1_103701,2,6.37,5.18,3.57,31,1,10-27-2015,1.24,1.05,1.61,null
BX39_1_103701,3,5.63,4.84,3.12,19,1,10-27-2015,1.3,1.22,2.01,null
BX39_1_103701,4,7.8,6.28,5.72,10,1,10-27-2015,0.95,0.79,1.45,null
BX39_1_103903,1,6.44,4.64,4.84,25,1,10-27-2015,1.5,1.69,2.98,null
BX39_1_103903,2,6.16,5.17,3.65,32,1,10-27-2015,1.76,1.44,2.73,null
BX39_1_103903,3,5.46,4.94,2.22,19,1,10-27-2015,1.8,1.54,2.86,null
BX39_1_103903,4,8.09,6.36,6.03,9,1,10-27-2015,1.43,0.94,2.06,null
BX39_1_103997,1,5.89,5.1,2.55,21,1,10-27-2015,0.0,0.0,0.0,null
BX39_1_103997,2,5.74,4.84,2.96,36,1,10-27-2015,0.0,0.0,0.0,null
BX39_1_103997,3,6.2,5.52,3.34,17,1,10-27-2015,0.0,0.0,0.0,null
BX39_1_103997,4,8.01,7.35,2.55,8,1,10-27-2015,0.0,0.0,0.0,null
BX39_1_802141,1,6.9,4.82,4.69,26,1,10-27-2015,1.63,2.0,3.15,null
BX39_1_802141,2,6.4,5.18,3.87,31,1,10-27-2015,1.78,2.08,3.27,null
BX39_1_802141,3,5.81,4.84,2.74,19,1,10-27-2015,1.87,2.08,3.76,null
BX39_1_802141,4,7.9,6.27,5.97,10,1,10-27-2015,1.39,1.13,2.1,null
BX39_0_101149,0,6.48,5.13,4.65,77,1,10-28-2015,0.64,1.43,3.65,10.195
BX39_0_101150,0,6.44,5.13,4.91,77,1,10-28-2015,1.18,1.17,2.07,14.96
BX39_0_101496,0,5.97,5.06,3.49,80,1,10-28-2015,2.51,2.37,4.03,3.235
BX39_0_101497,0,6.06,5.06,4.06,80,1,10-28-2015,0.99,2.7,6.79,5.4575
BX39_0_101498,0,6.0,5.06,3.73,80,1,10-28-2015,1.82,1.3,2.68,7.2175
BX39_0_101499,0,6.14,5.05,4.02,80,1,10-28-2015,1.1,1.04,2.22,13.575
BX39_0_101819,0,6.05,5.13,3.6,77,1,10-28-2015,0.0,0.0,0.0,null
BX39_0_102417,0,5.75,5.13,2.7,75,1,10-28-2015,1.61,3.56,6.28,3.25
BX39_0_102418,0,5.83,5.13,3.09,75,1,10-28-2015,1.54,1.18,2.56,9.08
BX39_0_102419,0,5.88,5.12,3.33,77,1,10-28-2015,1.54,0.95,1.9,12.055
BX39_0_102757,0,6.03,5.1,4.37,79,1,10-28-2015,1.7,2.52,4.98,7.275
BX39_0_102759,0,6.04,5.1,4.29,79,1,10-28-2015,2.04,1.26,2.77,4.56
BX39_0_102762,0,6.11,5.1,3.97,79,1,10-28-2015,1.46,1.37,2.01,3.9
BX39_0_102765,0,6.25,5.1,4.19,79,1,10-28-2015,1.38,1.21,2.15,5.41
BX39_0_102766,0,6.47,5.1,4.77,79,1,10-28-2015,0.89,1.33,2.47,5.8275
BX39_0_102767,0,6.32,5.1,4.58,79,1,10-28-2015,0.73,0.85,1.4,10.085
BX39_0_102768,0,6.74,5.11,5.45,79,1,10-28-2015,1.1,4.86,8.76,1.6775
BX39_0_102769,0,6.5,5.11,4.74,78,1,10-28-2015,0.6,2.55,9.68,2.0725
BX39_0_102775,0,6.45,5.13,4.79,77,1,10-28-2015,2.28,1.64,2.93,3.915
BX39_0_102942,0,6.06,5.1,4.31,79,1,10-28-2015,1.82,1.63,3.17,9.2925
BX39_0_102985,0,5.39,4.86,2.88,35,1,10-28-2015,7.47,0.13,0.54,13.03
BX39_0_103118,0,6.1,5.1,3.97,79,1,10-28-2015,1.37,1.54,2.79,7.435
BX39_0_103119,0,6.22,5.1,5.39,78,1,10-28-2015,1.42,1.48,2.79,7.12
BX39_0_103319,0,13.81,6.0,7.81,1,1,10-28-2015,4.83,1.79,3.4,2.44
BX39_0_103320,0,6.16,3.0,3.16,1,1,10-28-2015,1.3,11.24,18.13,1.34
BX39_0_103321,0,5.87,5.11,3.2,80,1,10-28-2015,2.06,1.35,2.25,9.94
BX39_0_103322,0,6.0,5.11,3.48,80,1,10-28-2015,1.6,2.18,4.41,6.3925
BX39_0_103323,0,5.94,5.07,3.86,80,1,10-28-2015,1.38,1.33,2.86,15.0575
BX39_0_103328,0,6.42,5.08,4.68,79,1,10-28-2015,1.24,1.29,2.99,5.6175
BX39_0_103329,0,6.13,5.07,4.45,78,1,10-28-2015,1.35,1.91,3.64,5.62
BX39_0_103330,0,6.27,5.08,5.03,79,1,10-28-2015,1.22,1.02,2.11,5.3475
BX39_0_103331,0,6.37,5.08,5.33,79,1,10-28-2015,1.55,1.43,2.68,6.3675
BX39_0_103332,0,6.25,5.08,4.82,78,1,10-28-2015,1.14,1.03,1.74,7.805
BX39_0_103333,0,6.24,5.08,4.91,78,1,10-28-2015,1.09,1.06,1.86,3.85
BX39_0_103334,0,6.2,5.09,4.99,79,1,10-28-2015,1.11,0.97,1.82,9.5475
BX39_0_103335,0,6.22,5.09,5.28,79,1,10-28-2015,1.26,0.85,1.61,14.13
BX39_0_103365,0,6.31,5.06,3.94,81,1,10-28-2015,2.39,1.37,2.39,9.305
BX39_0_103366,0,6.23,5.06,3.78,81,1,10-28-2015,2.12,2.9,4.9,4.3275
BX39_0_103542,0,6.09,5.06,4.1,80,1,10-28-2015,1.67,1.25,2.04,5.0775
BX39_0_103657,0,6.37,5.08,4.09,79,1,10-28-2015,1.72,3.16,5.18,2.4775
BX39_0_103902,0,6.07,5.11,3.55,81,1,10-28-2015,1.46,2.39,5.52,4.895
BX39_0_802009,0,6.67,5.27,4.81,68,1,10-28-2015,1.13,1.46,2.63,null
BX39_0_802139,0,5.77,5.16,2.84,71,1,10-28-2015,2.7,1.2,2.81,7.835
BX39_1_101540,0,6.57,5.21,5.19,78,1,10-28-2015,3.15,2.09,3.94,5.61
BX39_1_101543,0,6.22,5.28,4.22,77,1,10-28-2015,0.77,1.46,2.4,10.3975
BX39_1_101545,0,6.23,5.29,4.51,76,1,10-28-2015,2.2,1.46,2.38,7.5775
BX39_1_101547,0,6.23,5.28,4.2,76,1,10-28-2015,0.98,1.68,3.94,9.24
BX39_1_101813,0,6.81,5.31,5.06,68,1,10-28-2015,1.2,1.42,2.62,6.435
BX39_1_101814,0,6.82,5.37,5.0,53,1,10-28-2015,0.87,0.4,1.75,5.27333333333
BX39_1_102394,0,6.44,5.31,4.1,74,1,10-28-2015,1.53,1.71,2.6,8.17
BX39_1_102395,0,6.58,5.3,4.2,74,1,10-28-2015,1.98,2.17,3.83,4.865
BX39_1_102396,0,6.61,5.3,4.34,74,1,10-28-2015,1.42,1.11,1.97,7.395
BX39_1_102780,0,2.68,4.0,-1.32,1,1,10-28-2015,0.87,1.62,1.62,6.67
BX39_1_102781,0,4.2,3.53,0.98,2,1,10-28-2015,1.06,1.92,3.9,2.73
BX39_1_102782,0,3.28,3.57,0.33,2,1,10-28-2015,4.31,4.2,11.91,2.805
BX39_1_102783,0,4.53,3.68,2.61,9,1,10-28-2015,4.37,1.51,6.82,4.65
BX39_1_102786,0,5.75,5.18,4.17,59,1,10-28-2015,1.74,1.17,2.09,5.255
BX39_1_102789,0,5.94,5.22,4.16,69,1,10-28-2015,1.68,1.79,3.55,4.7375
BX39_1_102791,0,5.91,5.22,3.96,69,1,10-28-2015,2.21,1.49,2.34,10.2125
BX39_1_102793,0,5.97,5.26,3.65,75,1,10-28-2015,2.37,1.22,2.22,3.1075
BX39_1_103121,0,5.53,4.93,4.73,49,1,10-28-2015,4.76,0.75,2.66,6.5475
BX39_1_103122,0,5.74,5.22,3.98,66,1,10-28-2015,2.33,1.44,2.32,7.155
BX39_1_103297,0,6.18,5.26,4.75,75,1,10-28-2015,1.85,3.06,5.66,3.8975
BX39_1_103298,0,6.24,5.25,5.13,77,1,10-28-2015,1.64,0.87,2.06,8.025
BX39_1_103299,0,6.27,5.25,4.9,77,1,10-28-2015,1.3,0.75,1.34,4.7525
BX39_1_103300,0,6.27,5.24,4.75,78,1,10-28-2015,1.1,0.98,2.07,8.01
BX39_1_103301,0,6.34,5.24,5.24,78,1,10-28-2015,1.29,1.09,2.05,10.535
BX39_1_103302,0,6.36,5.21,5.3,77,1,10-28-2015,1.68,1.21,2.27,4.7575
BX39_1_103303,0,6.41,5.22,5.13,77,1,10-28-2015,1.54,1.71,3.13,6.0875
BX39_1_103304,0,6.42,5.22,5.27,77,1,10-28-2015,1.3,1.23,2.16,17.9775
BX39_1_103305,0,6.46,5.21,5.05,78,1,10-28-2015,1.44,6.18,10.84,2.45
BX39_1_103309,0,6.12,5.28,4.03,76,1,10-28-2015,1.5,1.73,3.54,4.4325
BX39_1_103310,0,6.17,5.28,3.98,76,1,10-28-2015,1.91,1.04,1.9,14.055
BX39_1_103311,0,6.37,5.25,4.56,75,1,10-28-2015,2.33,2.02,3.43,5.6675
BX39_1_103312,0,6.64,5.3,4.2,74,1,10-28-2015,1.11,1.81,3.2,6.0575
BX39_1_103313,0,6.82,5.29,5.28,74,1,10-28-2015,1.05,1.71,3.29,6.12
BX39_1_103314,0,7.18,5.31,5.02,72,1,10-28-2015,1.06,0.78,1.49,11.1
BX39_1_103315,0,7.5,5.31,6.59,72,1,10-28-2015,1.04,4.65,9.49,3.4125
BX39_1_103316,0,7.0,5.3,4.85,72,1,10-28-2015,0.82,1.06,2.32,9.7825
BX39_1_103403,0,7.13,5.3,5.19,72,1,10-28-2015,1.04,1.78,5.3,6.59
BX39_1_103405,0,11.07,5.85,7.07,2,1,10-28-2015,0.6,0.95,3.57,null
BX39_1_103672,0,6.31,5.28,3.87,77,1,10-28-2015,1.74,1.52,5.11,4.3175
BX39_1_103701,0,6.64,5.3,4.16,74,1,10-28-2015,1.19,1.1,1.97,10.04
BX39_1_103903,0,6.31,5.25,3.88,75,1,10-28-2015,1.67,1.45,2.8,7.7975
BX39_1_103997,0,6.5,5.4,4.41,74,1,10-28-2015,0.0,0.0,0.0,null
BX39_1_802141,0,6.73,5.3,4.41,74,1,10-28-2015,1.71,2.01,3.6,6.35
BX39_0_101149,1,5.75,4.86,3.78,27,1,10-28-2015,0.6,1.53,4.79,null
BX39_0_101149,2,7.16,5.3,5.53,30,1,10-28-2015,0.66,1.5,3.31,null
BX39_0_101149,3,5.67,4.7,3.45,11,1,10-28-2015,0.67,1.36,2.43,null
BX39_0_101149,4,6.78,5.63,3.6,9,1,10-28-2015,0.61,1.05,1.8,null
BX39_0_101150,1,5.77,4.86,3.64,27,1,10-28-2015,1.12,1.11,1.51,null
BX39_0_101150,2,7.01,5.34,5.63,29,1,10-28-2015,1.22,1.35,3.42,null
BX39_0_101150,3,5.69,4.65,3.35,12,1,10-28-2015,1.23,1.05,2.1,null
BX39_0_101150,4,6.99,5.63,4.0,9,1,10-28-2015,1.13,0.96,1.6,null
BX39_0_101496,1,5.45,4.86,3.5,27,1,10-28-2015,2.46,2.58,4.03,null
BX39_0_101496,2,6.25,4.98,4.26,31,1,10-28-2015,2.41,2.3,4.51,null
BX39_0_101496,3,5.22,5.09,2.31,14,1,10-28-2015,2.87,2.19,3.01,null
BX39_0_101496,4,7.17,5.79,2.44,8,1,10-28-2015,2.39,2.25,3.38,null
BX39_0_101497,1,5.58,4.86,4.08,27,1,10-28-2015,0.97,2.13,3.94,null
BX39_0_101497,2,6.46,4.98,4.96,31,1,10-28-2015,0.95,3.69,7.35,null
BX39_0_101497,3,5.14,5.09,2.17,14,1,10-28-2015,1.13,2.1,4.01,null
BX39_0_101497,4,6.99,5.77,2.12,8,1,10-28-2015,0.92,1.66,2.68,null
BX39_0_101498,1,5.57,4.86,3.99,27,1,10-28-2015,1.78,1.35,2.62,null
BX39_0_101498,2,6.46,4.99,4.9,31,1,10-28-2015,1.98,1.16,2.45,null
BX39_0_101498,3,4.99,5.09,1.37,14,1,10-28-2015,1.8,1.51,2.95,null
BX39_0_101498,4,6.79,5.74,1.85,8,1,10-28-2015,1.49,1.19,1.81,null
BX39_0_101499,1,5.53,4.87,4.14,27,1,10-28-2015,1.07,0.91,2.03,null
BX39_0_101499,2,6.76,4.99,5.44,31,1,10-28-2015,1.19,1.15,2.48,null
BX39_0_101499,3,4.96,5.09,1.64,14,1,10-28-2015,1.08,1.08,1.4,null
BX39_0_101499,4,7.0,5.69,2.73,8,1,10-28-2015,0.9,0.92,1.93,null
BX39_0_101819,1,6.12,4.89,4.21,25,1,10-28-2015,0.0,0.0,0.0,null
BX39_0_101819,2,5.83,4.81,3.28,32,1,10-28-2015,0.0,0.0,0.0,null
BX39_0_101819,3,6.14,5.48,3.65,13,1,10-28-2015,0.0,0.0,0.0,null
BX39_0_101819,4,6.55,6.26,1.24,7,1,10-28-2015,0.0,0.0,0.0,null
BX39_0_102417,1,5.57,4.91,3.11,27,1,10-28-2015,1.49,3.78,6.24,null
BX39_0_102417,2,5.42,4.89,2.29,29,1,10-28-2015,1.86,3.42,4.86,null
BX39_0_102417,3,5.91,5.36,3.01,11,1,10-28-2015,1.52,3.78,7.04,null
BX39_0_102417,4,6.85,6.11,1.77,8,1,10-28-2015,1.23,3.03,4.24,null
BX39_0_102418,1,5.72,4.91,3.28,27,1,10-28-2015,1.54,1.28,2.52,null
BX39_0_102418,2,5.58,4.91,2.9,28,1,10-28-2015,1.59,1.14,2.61,null
BX39_0_102418,3,5.68,5.28,2.75,12,1,10-28-2015,1.61,1.22,2.44,null
BX39_0_102418,4,6.96,6.1,2.01,8,1,10-28-2015,1.28,0.92,1.77,null
BX39_0_102419,1,5.89,4.91,4.06,27,1,10-28-2015,1.54,1.11,2.15,null
BX39_0_102419,2,5.7,4.91,3.01,28,1,10-28-2015,1.58,0.9,1.79,null
BX39_0_102419,3,5.43,5.23,2.55,14,1,10-28-2015,1.59,0.9,1.74,null
BX39_0_102419,4,6.99,6.09,1.86,8,1,10-28-2015,1.29,0.8,1.29,null
BX39_0_102757,1,5.35,4.88,2.98,27,1,10-28-2015,1.53,2.18,3.76,null
BX39_0_102757,2,6.84,5.14,5.2,32,1,10-28-2015,1.85,2.6,4.76,null
BX39_0_102757,3,5.07,4.93,2.0,11,1,10-28-2015,1.76,3.03,6.05,null
BX39_0_102757,4,5.88,5.65,0.96,9,1,10-28-2015,1.53,2.38,6.24,null
BX39_0_102759,1,5.53,4.88,3.16,27,1,10-28-2015,1.85,1.1,1.8,null
BX39_0_102759,2,6.68,5.15,4.97,32,1,10-28-2015,2.23,1.5,3.02,null
BX39_0_102759,3,5.13,4.92,2.19,11,1,10-28-2015,2.1,1.12,2.32,null
BX39_0_102759,4,6.01,5.64,1.67,9,1,10-28-2015,1.86,1.08,1.75,null
BX39_0_102762,1,5.59,4.87,3.3,27,1,10-28-2015,1.32,1.31,1.91,null
BX39_0_102762,2,6.85,5.19,5.24,31,1,10-28-2015,1.59,1.4,2.03,null
BX39_0_102762,3,5.11,4.85,2.43,12,1,10-28-2015,1.52,1.36,1.8,null
BX39_0_102762,4,5.96,5.62,1.67,9,1,10-28-2015,1.32,1.44,1.82,null
BX39_0_102765,1,5.7,4.85,3.43,27,1,10-28-2015,1.22,1.08,1.83,null
BX39_0_102765,2,6.93,5.24,5.8,32,1,10-28-2015,1.52,1.28,2.15,null
BX39_0_102765,3,5.12,4.84,2.42,12,1,10-28-2015,1.46,1.15,1.73,null
BX39_0_102765,4,6.44,5.62,2.5,8,1,10-28-2015,1.27,1.4,2.97,null
BX39_0_102766,1,5.88,4.84,4.03,27,1,10-28-2015,0.81,1.32,2.28,null
BX39_0_102766,2,7.14,5.24,5.06,32,1,10-28-2015,0.96,1.39,2.36,null
BX39_0_102766,3,5.59,4.83,3.65,12,1,10-28-2015,0.92,1.32,2.58,null
BX39_0_102766,4,6.51,5.61,2.89,8,1,10-28-2015,0.83,1.14,2.79,null
BX39_0_102767,1,5.68,4.85,4.1,27,1,10-28-2015,0.72,0.91,1.4,null
BX39_0_102767,2,7.06,5.24,5.04,32,1,10-28-2015,0.75,0.72,1.24,null
BX39_0_102767,3,5.29,4.83,3.4,12,1,10-28-2015,null,null,null,null
BX39_0_102767,4,6.33,5.61,2.73,8,1,10-28-2015,null,null,null,null
BX39_0_102768,1,5.92,4.85,4.72,27,1,10-28-2015,1.05,4.15,8.57,null
BX39_0_102768,2,7.24,5.25,6.29,32,1,10-28-2015,1.13,4.99,9.09,null
