rds_index,hourbin,awt,swt,ewt_95,count,daybin,date,s_trip,m_trip,trip_95,speed
BX39_0_101149,0,7.29,4.91,5.57,85,1,10-01-2015,0.64,1.45,3.91,10.52
BX39_0_101150,0,7.27,4.92,5.42,84,1,10-01-2015,1.18,1.09,1.71,15.9175
BX39_0_101496,0,6.31,4.88,4.38,86,1,10-01-2015,2.52,2.3,4.22,3.665
BX39_0_101497,0,6.66,4.89,5.22,87,1,10-01-2015,0.99,2.43,4.58,4.8525
BX39_0_101498,0,6.37,4.87,5.25,86,1,10-01-2015,1.82,1.27,2.54,6.9075
BX39_0_101499,0,6.46,4.87,4.81,86,1,10-01-2015,1.09,1.02,2.27,13.0625
BX39_0_101819,0,6.23,5.0,4.25,85,1,10-01-2015,0.0,0.0,0.0,null
BX39_0_102417,0,5.86,4.89,4.28,84,1,10-01-2015,1.71,3.47,6.41,3.3075
BX39_0_102418,0,6.23,4.9,4.48,85,1,10-01-2015,1.55,1.25,2.8,8.515
BX39_0_102419,0,6.24,4.9,4.38,85,1,10-01-2015,1.55,0.96,1.68,11.2775
BX39_0_102757,0,6.9,4.88,5.56,87,1,10-01-2015,1.69,2.88,5.96,6.2525
BX39_0_102759,0,6.76,4.89,4.84,89,1,10-01-2015,2.0,1.12,2.77,4.6475
BX39_0_102762,0,7.03,4.89,5.19,89,1,10-01-2015,1.47,1.3,2.03,4.15
BX39_0_102765,0,7.04,4.9,4.98,88,1,10-01-2015,1.38,1.13,2.03,5.6775
BX39_0_102766,0,6.84,4.91,4.9,88,1,10-01-2015,0.89,1.5,2.98,5.6975
BX39_0_102767,0,6.61,4.92,5.02,87,1,10-01-2015,0.72,0.87,2.15,10.2433333333
BX39_0_102768,0,7.52,4.92,6.84,87,1,10-01-2015,1.1,5.1,8.39,1.7375
BX39_0_102769,0,7.25,4.93,5.23,86,1,10-01-2015,0.6,2.61,9.63,2.0825
BX39_0_102775,0,7.34,4.95,5.31,83,1,10-01-2015,2.28,1.86,2.84,3.5475
BX39_0_102942,0,6.99,4.88,6.0,87,1,10-01-2015,1.82,1.89,3.58,8.1275
BX39_0_102985,0,5.91,4.87,4.32,37,1,10-01-2015,8.23,0.07,0.0,4.86
BX39_0_103118,0,6.96,4.89,4.71,89,1,10-01-2015,1.37,1.87,3.39,6.635
BX39_0_103119,0,7.0,4.89,5.43,88,1,10-01-2015,1.42,1.79,3.41,7.085
BX39_0_103321,0,6.27,4.9,3.99,85,1,10-01-2015,1.88,1.26,2.55,9.04
BX39_0_103322,0,6.55,4.91,4.83,85,1,10-01-2015,1.6,1.99,3.64,6.1575
BX39_0_103323,0,6.1,4.88,4.26,86,1,10-01-2015,1.39,1.05,2.41,14.9475
BX39_0_103328,0,7.0,4.89,5.85,88,1,10-01-2015,1.24,1.46,3.13,6.065
BX39_0_103329,0,7.0,4.89,5.43,88,1,10-01-2015,1.35,1.94,3.74,5.0925
BX39_0_103330,0,7.01,4.89,5.87,88,1,10-01-2015,1.23,0.89,1.69,5.3125
BX39_0_103331,0,6.99,4.89,5.91,88,1,10-01-2015,1.55,1.73,3.33,5.56
BX39_0_103332,0,6.99,4.88,6.04,87,1,10-01-2015,1.13,1.29,1.88,7.34
BX39_0_103333,0,7.06,4.88,6.18,87,1,10-01-2015,1.09,1.05,1.66,3.77
BX39_0_103334,0,6.97,4.88,6.06,87,1,10-01-2015,1.11,1.13,2.09,8.845
BX39_0_103335,0,7.01,4.88,6.16,87,1,10-01-2015,1.26,0.9,1.71,13.66
BX39_0_103365,0,6.79,4.89,5.01,88,1,10-01-2015,2.39,1.33,2.74,9.6425
BX39_0_103366,0,6.74,4.89,5.31,88,1,10-01-2015,2.1,3.39,6.34,3.8775
BX39_0_103542,0,6.5,4.87,4.98,86,1,10-01-2015,1.68,1.33,2.44,4.5075
BX39_0_103657,0,6.93,4.89,5.61,88,1,10-01-2015,1.72,3.46,6.61,2.38
BX39_0_103902,0,6.61,4.89,5.15,85,1,10-01-2015,1.48,2.38,5.2,5.205
BX39_0_802009,0,7.32,5.0,5.87,80,1,10-01-2015,1.11,1.32,2.71,null
BX39_0_802139,0,5.99,4.98,3.19,78,1,10-01-2015,3.26,1.3,2.9,6.53
BX39_1_101540,0,7.65,5.3,6.69,82,1,10-01-2015,3.13,1.97,4.16,6.265
BX39_1_101543,0,7.59,5.27,6.45,80,1,10-01-2015,0.77,1.41,2.76,11.7425
BX39_1_101545,0,7.63,5.26,6.33,79,1,10-01-2015,2.2,1.42,2.3,7.8175
BX39_1_101547,0,7.56,5.3,6.2,80,1,10-01-2015,0.98,1.64,3.6,8.285
BX39_1_101813,0,7.55,5.1,6.19,67,1,10-01-2015,1.2,1.4,2.75,5.955
BX39_1_101814,0,8.2,5.09,6.7,51,1,10-01-2015,0.85,0.41,1.05,5.07
BX39_1_102394,0,7.65,5.29,6.12,80,1,10-01-2015,1.54,1.93,3.51,7.3525
BX39_1_102395,0,7.74,5.29,6.53,80,1,10-01-2015,1.98,2.41,4.57,4.3575
BX39_1_102396,0,7.69,5.29,6.53,80,1,10-01-2015,1.42,1.15,2.17,6.965
BX39_1_102783,0,7.35,5.66,4.17,8,1,10-01-2015,6.59,0.12,0.66,8.68
BX39_1_102786,0,6.71,5.39,5.13,71,1,10-01-2015,1.71,1.47,2.09,5.26
BX39_1_102789,0,6.94,5.34,5.47,77,1,10-01-2015,1.54,1.89,3.25,4.165
BX39_1_102791,0,6.92,5.32,5.75,78,1,10-01-2015,2.19,1.41,2.49,10.1025
BX39_1_102793,0,6.97,5.32,5.81,78,1,10-01-2015,2.17,1.37,2.4,2.9625
BX39_1_103121,0,7.1,5.41,5.58,60,1,10-01-2015,5.34,0.78,2.84,4.56333333333
BX39_1_103122,0,6.72,5.35,5.57,75,1,10-01-2015,1.96,1.56,2.43,6.9575
BX39_1_103297,0,7.22,5.34,5.45,77,1,10-01-2015,1.83,3.73,7.56,3.7475
BX39_1_103298,0,7.16,5.33,5.51,79,1,10-01-2015,1.35,0.95,2.08,7.65
BX39_1_103299,0,7.18,5.32,5.55,79,1,10-01-2015,1.29,0.72,1.64,5.0325
BX39_1_103300,0,7.23,5.31,5.71,80,1,10-01-2015,1.09,1.03,1.77,8.305
BX39_1_103301,0,7.33,5.31,5.89,80,1,10-01-2015,1.27,1.1,1.87,10.2325
BX39_1_103302,0,7.36,5.28,5.95,79,1,10-01-2015,1.67,1.32,2.13,4.31
BX39_1_103303,0,7.36,5.29,5.77,79,1,10-01-2015,1.53,1.95,3.6,5.63
BX39_1_103304,0,7.49,5.29,5.93,79,1,10-01-2015,1.29,1.26,1.98,16.8525
BX39_1_103305,0,7.39,5.3,6.37,82,1,10-01-2015,1.44,6.36,11.1,2.6875
BX39_1_103309,0,7.73,5.3,6.48,80,1,10-01-2015,1.5,1.6,3.09,4.36
BX39_1_103310,0,7.6,5.29,6.33,80,1,10-01-2015,1.91,1.29,2.1,12.0775
BX39_1_103311,0,7.75,5.26,6.3,79,1,10-01-2015,2.33,2.08,3.42,5.4725
BX39_1_103312,0,7.57,5.2,6.68,78,1,10-01-2015,1.11,2.2,4.96,5.675
BX39_1_103313,0,7.47,5.19,6.21,78,1,10-01-2015,1.02,2.0,4.65,5.86
BX39_1_103314,0,7.36,5.18,6.65,78,1,10-01-2015,1.04,0.46,0.8,12.71
BX39_1_103315,0,8.23,5.17,6.35,77,1,10-01-2015,1.04,5.7,10.06,2.975
BX39_1_103316,0,7.45,5.13,5.64,73,1,10-01-2015,0.83,1.4,3.87,9.2025
BX39_1_103403,0,7.96,5.17,5.77,75,1,10-01-2015,1.04,2.34,6.0,6.54
BX39_1_103672,0,7.63,5.3,6.3,82,1,10-01-2015,1.74,1.31,2.75,4.64
BX39_1_103701,0,7.74,5.29,6.21,80,1,10-01-2015,1.19,1.09,2.07,9.8525
BX39_1_103903,0,7.73,5.26,6.37,79,1,10-01-2015,1.66,1.32,2.68,7.8775
BX39_1_103997,0,7.01,5.46,5.67,79,1,10-01-2015,0.0,0.0,0.0,null
BX39_1_802141,0,7.55,5.2,5.9,78,1,10-01-2015,1.72,2.06,3.87,6.075
BX39_0_101149,1,5.86,4.4,4.69,28,1,10-01-2015,0.6,1.07,1.94,null
BX39_0_101149,2,7.97,5.27,6.09,31,1,10-01-2015,0.66,1.64,4.4,null
BX39_0_101149,3,7.54,4.45,6.28,17,1,10-01-2015,0.67,1.51,2.8,null
BX39_0_101149,4,7.81,5.58,5.25,9,1,10-01-2015,0.61,1.78,5.27,null
BX39_0_101150,1,5.92,4.43,4.26,27,1,10-01-2015,1.12,0.98,1.43,null
BX39_0_101150,2,7.92,5.31,5.9,30,1,10-01-2015,1.22,1.09,1.54,null
BX39_0_101150,3,7.44,4.43,6.12,18,1,10-01-2015,1.23,1.22,1.78,null
BX39_0_101150,4,7.79,5.57,5.18,9,1,10-01-2015,1.11,1.1,2.39,null
BX39_0_101496,1,4.76,4.13,3.38,27,1,10-01-2015,2.48,2.36,3.75,null
BX39_0_101496,2,7.12,4.94,6.24,33,1,10-01-2015,2.42,2.59,4.47,null
BX39_0_101496,3,5.93,4.96,3.47,16,1,10-01-2015,2.87,1.9,3.9,null
BX39_0_101496,4,6.87,5.83,3.02,10,1,10-01-2015,2.36,1.78,2.83,null
BX39_0_101497,1,6.37,4.24,6.45,28,1,10-01-2015,0.98,3.24,5.86,null
BX39_0_101497,2,6.96,4.94,5.47,33,1,10-01-2015,0.96,1.83,3.56,null
BX39_0_101497,3,5.91,4.96,3.66,16,1,10-01-2015,1.13,2.52,4.73,null
BX39_0_101497,4,7.26,5.82,3.9,10,1,10-01-2015,0.93,2.08,3.98,null
BX39_0_101498,1,4.91,4.13,3.74,27,1,10-01-2015,1.77,1.17,2.65,null
BX39_0_101498,2,7.08,4.94,5.59,33,1,10-01-2015,1.97,1.34,2.25,null
BX39_0_101498,3,5.86,4.96,3.45,16,1,10-01-2015,1.8,1.33,2.2,null
BX39_0_101498,4,7.24,5.79,3.7,10,1,10-01-2015,1.44,1.15,1.99,null
BX39_0_101499,1,5.07,4.13,4.46,27,1,10-01-2015,1.07,0.96,1.79,null
BX39_0_101499,2,7.24,4.95,5.33,33,1,10-01-2015,1.19,1.21,2.53,null
BX39_0_101499,3,5.76,4.96,2.97,16,1,10-01-2015,1.08,1.01,1.78,null
BX39_0_101499,4,7.27,5.75,3.52,10,1,10-01-2015,0.89,0.61,1.35,null
BX39_0_101819,1,5.85,4.49,4.65,27,1,10-01-2015,0.0,0.0,0.0,null
BX39_0_101819,2,6.06,4.78,4.68,34,1,10-01-2015,0.0,0.0,0.0,null
BX39_0_101819,3,6.67,5.28,4.77,15,1,10-01-2015,0.0,0.0,0.0,null
BX39_0_101819,4,6.81,6.2,3.49,9,1,10-01-2015,0.0,0.0,0.0,null
BX39_0_102417,1,4.95,4.2,4.31,27,1,10-01-2015,1.81,3.51,6.33,null
BX39_0_102417,2,5.99,4.84,3.97,34,1,10-01-2015,1.84,3.66,6.47,null
BX39_0_102417,3,5.68,4.96,2.6,13,1,10-01-2015,1.54,3.39,5.53,null
BX39_0_102417,4,7.11,6.09,4.12,10,1,10-01-2015,1.22,2.81,3.95,null
BX39_0_102418,1,6.33,4.3,5.33,28,1,10-01-2015,1.56,1.24,2.78,null
BX39_0_102418,2,6.01,4.85,4.12,33,1,10-01-2015,1.58,1.45,4.46,null
BX39_0_102418,3,5.55,4.93,2.2,14,1,10-01-2015,1.62,1.03,1.9,null
BX39_0_102418,4,7.29,6.08,4.42,10,1,10-01-2015,1.27,0.96,1.72,null
BX39_0_102419,1,6.17,4.3,4.72,28,1,10-01-2015,1.56,0.99,1.66,null
BX39_0_102419,2,6.06,4.85,4.23,33,1,10-01-2015,1.59,0.96,1.62,null
BX39_0_102419,3,5.59,4.93,2.28,14,1,10-01-2015,1.62,0.94,1.6,null
BX39_0_102419,4,7.5,6.07,4.71,10,1,10-01-2015,1.27,0.96,1.72,null
BX39_0_102757,1,5.5,4.26,4.52,28,1,10-01-2015,1.53,2.83,6.97,null
BX39_0_102757,2,7.6,5.1,6.1,31,1,10-01-2015,1.85,3.19,5.85,null
BX39_0_102757,3,7.15,4.62,4.58,17,1,10-01-2015,1.78,2.88,5.09,null
BX39_0_102757,4,7.05,5.67,4.07,11,1,10-01-2015,1.53,2.03,3.48,null
BX39_0_102759,1,5.6,4.27,4.37,28,1,10-01-2015,1.83,0.98,1.98,null
BX39_0_102759,2,7.14,5.11,5.03,33,1,10-01-2015,2.14,1.22,2.81,null
BX39_0_102759,3,7.01,4.62,4.81,17,1,10-01-2015,2.14,1.35,2.8,null
BX39_0_102759,4,7.38,5.66,4.94,11,1,10-01-2015,1.83,0.76,1.45,null
BX39_0_102762,1,5.61,4.27,4.28,28,1,10-01-2015,1.32,1.46,2.34,null
BX39_0_102762,2,7.47,5.19,5.49,33,1,10-01-2015,1.59,1.35,2.01,null
BX39_0_102762,3,7.44,4.46,5.19,17,1,10-01-2015,1.54,1.09,1.94,null
BX39_0_102762,4,7.72,5.65,5.57,11,1,10-01-2015,1.32,1.08,1.82,null
BX39_0_102765,1,5.67,4.34,4.72,29,1,10-01-2015,1.22,1.17,2.53,null
BX39_0_102765,2,7.3,5.23,4.96,32,1,10-01-2015,1.52,1.09,2.01,null
BX39_0_102765,3,7.91,4.46,5.95,17,1,10-01-2015,1.48,1.22,1.89,null
BX39_0_102765,4,7.75,5.65,5.38,10,1,10-01-2015,1.26,0.99,1.57,null
BX39_0_102766,1,5.62,4.34,4.84,29,1,10-01-2015,0.8,1.46,3.33,null
BX39_0_102766,2,7.2,5.23,4.79,32,1,10-01-2015,0.96,1.67,3.07,null
BX39_0_102766,3,7.07,4.45,5.33,17,1,10-01-2015,0.94,1.42,2.01,null
BX39_0_102766,4,7.8,5.64,5.27,10,1,10-01-2015,0.81,1.1,1.82,null
BX39_0_102767,1,5.87,4.39,5.25,28,1,10-01-2015,0.7,0.54,0.95,null
BX39_0_102767,2,6.95,5.23,4.88,32,1,10-01-2015,0.73,0.93,1.57,null
BX39_0_102767,3,6.18,4.45,4.16,17,1,10-01-2015,0.75,1.79,2.24,null
BX39_0_102767,4,7.5,5.64,5.54,10,1,10-01-2015,0.75,0.37,0.38,null
BX39_0_102768,1,5.46,4.39,3.75,28,1,10-01-2015,1.04,4.63,8.03,null
BX39_0_102768,2,8.61,5.24,8.71,32,1,10-01-2015,1.14,5.37,7.8,null
BX39_0_102768,3,7.74,4.45,5.95,17,1,10-01-2015,1.15,5.56,9.19,null
BX39_0_102768,4,7.95,5.63,5.56,10,1,10-01-2015,1.07,4.57,7.42,null
BX39_0_102769,1,5.79,4.39,4.79,28,1,10-01-2015,0.57,2.82,10.53,null
BX39_0_102769,2,7.83,5.27,5.38,31,1,10-01-2015,0.63,2.85,9.18,null
BX39_0_102769,3,7.82,4.45,6.38,17,1,10-01-2015,0.63,1.97,4.5,null
BX39_0_102769,4,7.75,5.63,4.2,10,1,10-01-2015,0.58,2.21,6.76,null
BX39_0_102775,1,5.83,4.43,4.81,25,1,10-01-2015,2.16,1.81,3.01,null
BX39_0_102775,2,8.02,5.32,5.97,30,1,10-01-2015,2.35,1.71,2.47,null
BX39_0_102775,3,7.52,4.43,6.32,18,1,10-01-2015,2.38,1.98,2.64,null
BX39_0_102775,4,7.85,5.6,5.35,10,1,10-01-2015,2.17,2.22,5.74,null
BX39_0_102942,1,5.7,4.26,4.43,28,1,10-01-2015,1.79,1.77,2.85,null
BX39_0_102942,2,7.68,5.09,5.84,31,1,10-01-2015,1.95,1.91,3.33,null
BX39_0_102942,3,7.04,4.63,4.52,17,1,10-01-2015,1.82,2.19,4.73,null
BX39_0_102942,4,7.24,5.68,4.73,11,1,10-01-2015,1.51,1.64,3.48,null
BX39_0_102985,1,5.67,4.33,4.14,14,1,10-01-2015,8.01,0.24,1.27,null
BX39_0_102985,2,6.29,5.01,4.37,17,1,10-01-2015,8.95,0.0,0.0,null
BX39_0_102985,3,4.39,4.84,0.51,3,1,10-01-2015,7.76,0.0,0.0,null
BX39_0_102985,4,5.78,5.86,-0.06,3,1,10-01-2015,6.03,0.0,0.0,null
BX39_0_103118,1,5.52,4.27,4.53,28,1,10-01-2015,1.24,1.98,2.63,null
BX39_0_103118,2,7.35,5.16,5.18,34,1,10-01-2015,1.5,1.67,3.14,null
BX39_0_103118,3,7.8,4.5,5.82,16,1,10-01-2015,1.44,2.2,4.36,null
BX39_0_103118,4,7.32,5.65,5.0,11,1,10-01-2015,1.24,1.69,3.08,null
BX39_0_103119,1,5.62,4.28,4.48,28,1,10-01-2015,1.29,2.07,2.56,null
BX39_0_103119,2,7.33,5.2,5.43,33,1,10-01-2015,1.54,1.63,3.77,null
BX39_0_103119,3,7.57,4.46,5.6,17,1,10-01-2015,1.49,1.91,3.35,null
BX39_0_103119,4,7.78,5.65,5.52,10,1,10-01-2015,1.29,1.26,2.04,null
BX39_0_103321,1,6.34,4.2,5.34,27,1,10-01-2015,1.91,1.16,2.66,null
BX39_0_103321,2,6.16,4.9,4.36,34,1,10-01-2015,1.92,1.37,2.4,null
BX39_0_103321,3,5.51,4.93,2.1,14,1,10-01-2015,1.96,1.14,2.09,null
BX39_0_103321,4,7.25,6.06,3.45,10,1,10-01-2015,1.54,1.38,3.22,null
BX39_0_103322,1,6.44,4.2,5.57,27,1,10-01-2015,1.6,1.93,3.23,null
BX39_0_103322,2,6.69,4.9,4.64,34,1,10-01-2015,1.72,2.21,4.19,null
BX39_0_103322,3,5.47,4.93,2.25,14,1,10-01-2015,1.43,1.9,2.99,null
BX39_0_103322,4,7.48,6.06,4.55,10,1,10-01-2015,1.43,1.45,2.78,null
BX39_0_103323,1,5.03,4.13,3.8,27,1,10-01-2015,1.39,1.16,2.52,null
BX39_0_103323,2,6.56,4.9,5.02,34,1,10-01-2015,1.51,0.89,1.75,null
BX39_0_103323,3,5.93,5.01,2.88,15,1,10-01-2015,1.23,1.0,1.98,null
BX39_0_103323,4,6.72,5.87,3.17,10,1,10-01-2015,1.23,1.42,2.51,null
BX39_0_103328,1,6.0,4.25,6.43,28,1,10-01-2015,1.22,1.41,2.92,null
BX39_0_103328,2,7.33,5.01,6.03,33,1,10-01-2015,1.32,1.82,3.67,null
BX39_0_103328,3,7.08,4.84,5.38,16,1,10-01-2015,1.22,0.81,1.78,null
BX39_0_103328,4,7.67,5.7,4.6,11,1,10-01-2015,0.99,1.2,1.8,null
BX39_0_103329,1,6.79,4.25,6.19,28,1,10-01-2015,1.33,1.76,3.6,null
BX39_0_103329,2,7.06,5.01,5.39,33,1,10-01-2015,1.45,2.13,3.78,null
BX39_0_103329,3,6.52,4.84,4.78,16,1,10-01-2015,1.34,1.97,3.36,null
BX39_0_103329,4,7.76,5.69,4.86,11,1,10-01-2015,1.11,1.78,2.82,null
BX39_0_103330,1,6.6,4.25,6.37,28,1,10-01-2015,1.21,0.8,1.59,null
BX39_0_103330,2,7.17,5.04,5.64,32,1,10-01-2015,1.33,0.95,1.77,null
BX39_0_103330,3,6.76,4.79,4.55,17,1,10-01-2015,1.21,1.0,1.62,null
BX39_0_103330,4,7.58,5.68,4.71,11,1,10-01-2015,1.0,0.69,1.18,null
BX39_0_103331,1,5.98,4.25,5.93,28,1,10-01-2015,1.52,1.81,3.1,null
BX39_0_103331,2,7.51,5.05,6.1,32,1,10-01-2015,1.67,1.89,3.62,null
BX39_0_103331,3,6.58,4.78,4.32,17,1,10-01-2015,1.54,1.53,2.37,null
BX39_0_103331,4,7.8,5.67,5.05,11,1,10-01-2015,1.27,1.36,2.98,null
BX39_0_103332,1,6.21,4.25,6.15,28,1,10-01-2015,1.12,1.89,2.76,null
BX39_0_103332,2,7.37,5.05,5.89,32,1,10-01-2015,1.22,0.96,1.65,null
BX39_0_103332,3,6.85,4.78,4.58,17,1,10-01-2015,1.12,1.1,1.63,null
BX39_0_103332,4,7.56,5.68,4.98,10,1,10-01-2015,0.93,0.85,1.27,null
BX39_0_103333,1,5.49,4.15,4.08,27,1,10-01-2015,1.07,1.05,1.61,null
BX39_0_103333,2,7.84,5.09,6.83,33,1,10-01-2015,1.17,1.1,1.74,null
BX39_0_103333,3,6.89,4.78,5.02,17,1,10-01-2015,1.08,1.07,1.64,null
BX39_0_103333,4,7.61,5.67,5.09,10,1,10-01-2015,0.89,0.81,1.24,null
BX39_0_103334,1,5.71,4.25,4.52,28,1,10-01-2015,1.06,1.18,2.5,null
BX39_0_103334,2,7.53,5.05,5.98,32,1,10-01-2015,1.2,1.15,1.97,null
BX39_0_103334,3,6.92,4.77,4.26,17,1,10-01-2015,1.11,1.21,2.34,null
BX39_0_103334,4,7.73,5.66,5.26,10,1,10-01-2015,0.92,0.78,1.31,null
BX39_0_103335,1,5.52,4.25,4.13,28,1,10-01-2015,1.23,0.89,1.75,null
BX39_0_103335,2,7.62,5.06,5.86,32,1,10-01-2015,1.35,0.86,1.5,null
BX39_0_103335,3,7.1,4.77,4.6,17,1,10-01-2015,1.25,0.95,1.7,null
BX39_0_103335,4,7.78,5.66,5.42,10,1,10-01-2015,1.03,0.96,1.62,null
BX39_0_103365,1,6.5,4.24,5.84,28,1,10-01-2015,2.27,1.2,2.13,null
BX39_0_103365,2,7.24,5.0,5.34,33,1,10-01-2015,2.61,1.56,2.8,null
BX39_0_103365,3,5.58,4.94,3.06,17,1,10-01-2015,2.38,1.28,2.31,null
BX39_0_103365,4,7.64,5.72,4.34,10,1,10-01-2015,1.96,1.04,2.43,null
BX39_0_103366,1,6.02,4.25,6.42,28,1,10-01-2015,2.04,3.17,4.62,null
BX39_0_103366,2,7.23,5.0,5.29,33,1,10-01-2015,2.28,3.19,5.45,null
BX39_0_103366,3,5.97,4.85,3.3,16,1,10-01-2015,2.08,4.67,8.33,null
BX39_0_103366,4,7.51,5.72,4.3,11,1,10-01-2015,1.74,2.61,3.47,null
BX39_0_103542,1,5.04,4.13,4.97,27,1,10-01-2015,1.63,1.33,2.63,null
BX39_0_103542,2,7.3,4.95,5.65,33,1,10-01-2015,1.81,1.36,2.22,null
BX39_0_103542,3,5.81,4.96,3.17,16,1,10-01-2015,1.65,1.21,2.08,null
BX39_0_103542,4,7.33,5.77,3.63,10,1,10-01-2015,1.36,1.38,3.11,null
BX39_0_103657,1,5.64,4.25,5.33,28,1,10-01-2015,1.69,3.43,6.05,null
BX39_0_103657,2,7.4,5.01,6.36,33,1,10-01-2015,1.85,3.32,6.51,null
BX39_0_103657,3,7.09,4.85,4.8,16,1,10-01-2015,1.7,4.28,7.55,null
BX39_0_103657,4,7.61,5.71,4.65,11,1,10-01-2015,1.4,2.68,3.47,null
BX39_0_103902,1,4.94,4.12,4.08,27,1,10-01-2015,1.44,2.0,4.73,null
BX39_0_103902,2,7.24,4.9,6.04,34,1,10-01-2015,1.62,2.48,4.78,null
BX39_0_103902,3,5.95,4.93,2.57,14,1,10-01-2015,1.33,2.66,5.33,null
BX39_0_103902,4,8.0,6.06,4.28,10,1,10-01-2015,1.33,2.69,5.36,null
BX39_0_802009,1,5.84,4.67,4.41,25,1,10-01-2015,1.03,1.25,2.74,null
BX39_0_802009,2,8.11,5.35,6.23,29,1,10-01-2015,1.17,1.05,2.44,null
BX39_0_802009,3,7.04,4.43,6.21,18,1,10-01-2015,1.18,2.06,4.43,null
BX39_0_802009,4,8.08,5.6,5.49,8,1,10-01-2015,1.05,0.85,1.95,null
BX39_0_802139,1,6.23,4.42,5.34,26,1,10-01-2015,3.23,1.34,2.86,null
BX39_0_802139,2,5.58,4.91,2.86,29,1,10-01-2015,2.68,1.38,2.56,null
BX39_0_802139,3,5.38,4.96,1.51,13,1,10-01-2015,4.28,1.52,5.48,null
BX39_0_802139,4,7.06,6.1,3.91,10,1,10-01-2015,3.91,0.73,1.69,null
BX39_1_101540,1,6.48,4.82,4.74,23,1,10-01-2015,3.18,1.77,3.64,null
BX39_1_101540,2,8.47,5.11,7.59,36,1,10-01-2015,3.19,2.19,4.58,null
BX39_1_101540,3,7.62,5.42,6.08,16,1,10-01-2015,3.16,2.04,3.78,null
BX39_1_101540,4,7.45,6.91,2.58,7,1,10-01-2015,2.64,1.42,2.39,null
BX39_1_101543,1,6.81,4.82,5.91,23,1,10-01-2015,0.76,1.43,2.67,null
BX39_1_101543,2,8.11,5.05,6.66,34,1,10-01-2015,0.77,1.35,2.52,null
BX39_1_101543,3,7.64,5.42,5.26,16,1,10-01-2015,0.8,1.53,2.51,null
BX39_1_101543,4,7.58,6.84,2.71,7,1,10-01-2015,0.67,1.35,2.28,null
BX39_1_101545,1,6.88,4.82,6.48,23,1,10-01-2015,2.18,1.44,2.52,null
BX39_1_101545,2,8.14,5.02,6.55,33,1,10-01-2015,2.22,1.37,1.97,null
BX39_1_101545,3,7.61,5.37,5.35,15,1,10-01-2015,2.3,1.62,2.57,null
BX39_1_101545,4,7.67,6.71,3.5,8,1,10-01-2015,1.97,1.23,1.87,null
BX39_1_101547,1,6.91,5.0,6.53,24,1,10-01-2015,1.02,1.59,3.35,null
BX39_1_101547,2,8.06,5.02,6.17,33,1,10-01-2015,1.02,1.64,3.29,null
BX39_1_101547,3,7.4,5.37,5.07,15,1,10-01-2015,1.02,1.92,3.6,null
BX39_1_101547,4,7.72,6.67,3.48,8,1,10-01-2015,0.67,1.31,2.23,null
BX39_1_101813,1,5.88,4.95,3.31,20,1,10-01-2015,1.17,1.47,2.35,null
BX39_1_101813,2,8.37,5.16,6.01,27,1,10-01-2015,1.24,1.31,2.72,null
BX39_1_101813,3,8.43,4.95,6.63,14,1,10-01-2015,1.23,1.51,2.95,null
BX39_1_101813,4,4.9,5.61,1.22,6,1,10-01-2015,1.1,1.33,2.41,null
BX39_1_101814,1,6.18,4.9,4.21,17,1,10-01-2015,0.83,0.76,3.86,null
BX39_1_101814,2,8.96,5.11,6.83,19,1,10-01-2015,0.87,0.22,0.86,null
BX39_1_101814,3,9.68,5.02,7.43,10,1,10-01-2015,0.88,0.33,0.85,null
BX39_1_101814,4,4.68,5.69,0.72,5,1,10-01-2015,0.82,0.0,0.0,null
BX39_1_102394,1,7.0,5.11,6.24,24,1,10-01-2015,1.34,1.51,2.34,null
BX39_1_102394,2,8.12,5.08,6.08,33,1,10-01-2015,1.65,1.95,3.65,null
BX39_1_102394,3,7.39,5.3,4.66,16,1,10-01-2015,1.68,2.31,3.51,null
BX39_1_102394,4,8.26,6.53,4.03,7,1,10-01-2015,1.33,2.35,3.98,null
BX39_1_102395,1,7.32,5.11,6.34,24,1,10-01-2015,1.88,2.02,3.46,null
BX39_1_102395,2,7.95,5.09,5.6,33,1,10-01-2015,2.06,2.59,4.81,null
BX39_1_102395,3,7.88,5.23,6.01,15,1,10-01-2015,2.16,2.65,4.2,null
BX39_1_102395,4,7.84,6.46,4.02,8,1,10-01-2015,1.6,2.38,3.26,null
BX39_1_102396,1,7.2,5.11,6.22,24,1,10-01-2015,1.35,1.2,1.95,null
BX39_1_102396,2,8.05,5.09,6.15,32,1,10-01-2015,1.47,1.1,2.01,null
BX39_1_102396,3,7.59,5.21,5.62,16,1,10-01-2015,1.58,1.3,2.87,null
BX39_1_102396,4,7.93,6.45,4.37,8,1,10-01-2015,1.16,0.94,1.85,null
BX39_1_102783,1,7.99,5.13,4.43,3,1,10-01-2015,7.68,0.0,0.0,null
BX39_1_102783,2,6.6,5.34,3.59,4,1,10-01-2015,5.03,0.37,0.99,null
BX39_1_102783,4,7.69,7.46,0.23,1,1,10-01-2015,5.8,0.0,0.0,null
BX39_1_102786,1,6.74,5.1,5.21,18,1,10-01-2015,1.14,2.36,1.73,null
BX39_1_102786,2,6.62,4.92,5.62,36,1,10-01-2015,1.69,1.17,2.01,null
BX39_1_102786,3,6.41,5.68,3.04,11,1,10-01-2015,3.08,0.9,1.75,null
